spdep,spscheme,unit,geo,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
STAKACCOMOD,TOTAL,PC_GDP,EEA,,,0.0 p,0.0 p,0.0 p,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
STAKACCOMOD,TOTAL,PC_GDP,EL,,0.0 p,0.0 p,0.0 p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 b,0.0,0.0,0.0,0.0,0.0,,,,,
STAKACCOMOD,TOTAL,PC_GDP,ES,,0.1 p,0.1 p,0.1 p,0.1 p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
STAKACCOMOD,TOTAL,PC_GDP,EU15,,,0.1 p,0.1 p,0.1 p,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
STAKACCOMOD,TOTAL,PC_GDP,EU27_2007,,,0.0 p,0.0 p,0.1 p,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
STAKACCOMOD,TOTAL,PC_GDP,EU27_2020,,0.0 p,0.0 p,0.0 p,0.0 p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
STAKACCOMOD,TOTAL,PC_GDP,EU28,,,0.0 p,0.0 p,0.1 p,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
STAKACCOMOD,TOTAL,PC_GDP,FI,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAKACCOMOD,TOTAL,PC_GDP,FR,0.0 p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAKACCOMOD,TOTAL,PC_GDP,HR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
STAKACCOMOD,TOTAL,PC_GDP,HU,0.0 p,0.0,0.0,0.0,0.0,0.0 b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
STAKACCOMOD,TOTAL,PC_GDP,IE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 b,0.0,0.0,0.0,0.0,0.0,,,,,
STAKACCOMOD,TOTAL,PC_GDP,IS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
STAKACCOMOD,TOTAL,PC_GDP,IT,0.0 p,0.0 p,0.0 p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
STAKACCOMOD,TOTAL,PC_GDP,LT,0.0 p,0.0 p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
STAKACCOMOD,TOTAL,PC_GDP,LU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.2,0.2,,,,,
STAKACCOMOD,TOTAL,PC_GDP,LV,0.0,0.0,0.0 p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
STAKACCOMOD,TOTAL,PC_GDP,ME,,0.0 p,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
STAKACCOMOD,TOTAL,PC_GDP,MK,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
STAKACCOMOD,TOTAL,PC_GDP,MT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
STAKACCOMOD,TOTAL,PC_GDP,NL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 b,,,,,
STAKACCOMOD,TOTAL,PC_GDP,NO,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAKACCOMOD,TOTAL,PC_GDP,PL,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 p,0.0 p,0.0 p,0.0 p,0.0 p,0.0 p,0.0 p,0.0 p,0.0 p,0.0 p,0.0 p,0.0,0.0,0.0,0.0,0.0,,,,,
STAKACCOMOD,TOTAL,PC_GDP,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
STAKACCOMOD,TOTAL,PC_GDP,RO,,0.0,0.0,0.0,0.0,0.0 e,0.0,0.0,0.0 e,0.0 e,0.0 e,0.0 e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
STAKACCOMOD,TOTAL,PC_GDP,RS,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
STAKACCOMOD,TOTAL,PC_GDP,SE,0.0 p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
STAKACCOMOD,TOTAL,PC_GDP,SI,,0.1 p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
STAKACCOMOD,TOTAL,PC_GDP,SK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
STAKACCOMOD,TOTAL,PC_GDP,TR,0.0 e,0.0 e,0.0 e,0.0 e,0.0 e,0.0 e,0.0 e,0.0 e,0.0 e,0.0 e,0.0,0.0,0.0 b,0.0,0.0 e,0.0 e,0.0 e,0.0 e,0.0 e,0.0 e,0.0 e,,,,,,,,,,
STAKACCOMOD,TOTAL,PC_GDP,UK,,,0.2 p,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAKACCOMOD,TOTAL,PPS_HAB,AT,112.71,111.31,104.39,101.64,99.41,97.81,95.27,90.64,84.59,82.35,79.78,74.10,64.22,58.03,54.51,51.18,44.61,39.78,37.04,31.44,29.10,21.64,19.86,17.89,0.00,0.00,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,BA,,,4.47,3.88,4.31,3.44,2.65,2.05,,,,,,,,,,,,,,,,,,,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,BE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,BG,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,CH,,53.58,53.53,52.70,55.97,56.52,55.31,54.15,54.79,51.69,49.92,49.56,47.50,37.15,34.02,32.54,30.76,28.51,27.16,24.87,23.76,22.69,20.88,19.71,17.73,17.39,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,CY,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,CZ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,DE,0.75 p,0.81,0.87,1.08,1.20,1.30,1.37,1.50,1.77,1.94,1.89,2.16,2.26,2.37,2.26,2.79,2.84,2.59,1.94,2.26,2.95,2.94,2.96,3.05,6.14,7.32,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,DK,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 b,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,EA12,,8.56 p,8.19 p,8.01 p,7.76 p,7.86,7.77,7.67,7.58,7.92,8.04,6.20,4.81,3.78,3.67,3.73,3.41,3.17,2.87,2.66,2.71,2.40,2.36,2.30,2.57,2.90,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,EA18,,8.39 p,8.04 p,7.86 p,7.61 p,7.70,7.61,7.52,7.43,7.75,7.86,6.06,4.71,3.71,3.60,3.66,3.34,3.11,2.81,2.61,2.65,,,,,,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,EA19,,8.34 p,8.00 p,7.82 p,7.57 p,7.66,7.57,7.48,7.38,7.70,7.81,6.02,4.68,3.69,3.57,3.63,3.31,3.08,2.79,2.59,2.63,,,,,,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,EE,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,EL,,0.00 p,0.00 p,0.00 p,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 b,0.00,0.00,0.00,0.00,0.00,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,ES,,23.95 p,22.91 p,22.32 p,21.41 p,22.35,21.73,20.97,21.55,23.64,23.13,12.42,8.43,2.29,2.76,3.03,1.59,0.69,0.69,0.15,0.16,0.00,0.00,0.00,0.00,0.00,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,EU15,,,16.88 p,16.45 p,16.64 p,17.32,16.12,16.18,16.35,15.97,14.20,12.47,11.87,11.58,10.76,10.75,10.49,8.94,8.88,7.14,6.75,5.46,1.80,1.77,2.05,2.31,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,EU27_2007,,,14.61 p,14.22 p,14.40 p,14.97,13.88,13.89,14.01,13.62,12.09,10.58,9.98,9.76,9.04,9.03,,,,,,,,,,,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,EU27_2020,,6.78 p,6.49 p,6.33 p,6.13 p,6.19,6.11,6.01,5.93,6.17,6.26,4.84,3.72,,,,,,,,,,,,,,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,EU28,,,14.52 p,14.13 p,14.31 p,14.87,13.79,13.80,13.92,13.53,12.00,10.50,9.91,,,,,,,,,,,,,,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,FI,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,FR,0.12 p,0.01,0.02,0.17,0.18,0.02,0.00,0.00,0.39,0.68,0.69,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,HR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,HU,0.00 p,0.00,0.00,0.00,0.00,0.00 b,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,IE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 b,0.00,0.00,0.00,0.00,0.00,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,IS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,IT,9.85 p,9.37 p,9.18 p,8.90,8.61,9.00,9.25,9.87,9.12,8.97,10.77,9.95,7.00,6.54,6.34,6.18,6.31,6.68,6.13,5.69,5.28,4.99,4.59,4.30,3.79,3.61,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,LT,0.00 p,0.00 p,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,LU,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.76,17.29,59.55,69.56,68.63,53.87,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,LV,0.00,0.00,0.00 p,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,ME,,0.00 p,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,MK,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,MT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,NL,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 b,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,NO,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,PL,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 p,0.00 p,0.00 p,0.00 p,0.00 p,0.00 p,0.00 p,0.00 p,0.00 p,0.00 p,0.00 p,0.00,0.00,0.00,0.00,0.00,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,PT,10.68,10.56,9.67,8.93,8.07,7.96,7.05,6.35,5.59,5.48,5.23,4.89,3.47,3.32,3.22,3.07,2.81,2.59,2.58,2.69,1.92,1.35,1.77,1.52,0.91,1.62,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,RO,,0.26,0.26,0.27,0.28,0.27 e,0.27,0.25,0.09 e,0.10 e,0.10 e,0.09 e,0.10,0.10,0.11,0.11,0.12,0.13,0.16,0.19,0.24,,,,,,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,RS,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,SE,0.00 p,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,SI,,16.81 p,19.27,18.09,15.99,13.83,13.92,13.74,12.51,11.29,10.21,9.27,8.94,8.33,7.83,7.24,6.66,6.20,5.87,5.60,5.39,5.15,4.72,3.63,5.03,,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,SK,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,TR,3.92 e,3.71 e,2.97 e,2.54 e,1.90 e,1.79 e,1.77 e,1.71 e,1.69 e,1.67 e,0.04,0.19,0.19 b,0.18,0.17 e,0.17 e,0.16 e,0.16 e,0.17 e,0.17 e,0.15 e,,,,,,,,,,
STAKACCOMOD,TOTAL,PPS_HAB,UK,,,58.99 p,57.82,57.57,56.87,55.23,58.68,59.42,58.87,47.76,47.40,47.84,46.37,43.04,43.08,44.04,36.31,34.52,26.31,23.51,18.87,0.00,0.00,0.00,0.00,,,,,
STAKHOME,TOTAL,EUR_HAB_KP10,AT,13.98,14.04,13.49,12.93,12.24,12.01,12.40,11.81,11.83,11.59,10.99,10.46,7.04,6.27,5.79,4.81,3.77,3.92,3.58,4.17,2.49,1.77,1.68,1.42,0.00,0.00,,,,,
STAKHOME,TOTAL,EUR_HAB_KP10,BA,,,0.14,0.01,0.01,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
STAKHOME,TOTAL,EUR_HAB_KP10,BE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
STAKHOME,TOTAL,EUR_HAB_KP10,BG,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,
STAKHOME,TOTAL,EUR_HAB_KP10,CH,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
STAKHOME,TOTAL,EUR_HAB_KP10,CY,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
STAKHOME,TOTAL,EUR_HAB_KP10,CZ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
STAKHOME,TOTAL,EUR_HAB_KP10,DE,17.36 p,17.09,16.98,17.18,18.34,18.00,17.45,17.16,17.46,17.11,16.78,16.43,15.87,15.48,15.30,15.51,15.77,16.38,16.14,15.76,15.65,16.98,17.05,16.24,16.45,19.82,25.25,24.87,23.56,25.51,
STAKHOME,TOTAL,EUR_HAB_KP10,DK,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 b,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STAKHOME,TOTAL,EUR_HAB_KP10,EA12,,7.15 p,7.07 p,7.09 p,7.53 p,7.52,7.41,7.34,7.54,7.75,7.80,6.84,6.45,6.19,6.56,6.39,6.46,6.67,6.73,6.70,7.00,,,,,,,,,,
STAKHOME,TOTAL,EUR_HAB_KP10,EA19,,6.84 p,6.76 p,6.78 p,7.20 p,7.19,7.08,7.02,7.20,7.40,7.45,6.53,6.16,5.92,6.28,6.11,6.18,6.38,6.44,6.40,6.69,,,,,,,,,,
STAKHOME,TOTAL,EUR_HAB_KP10,EE,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
STAKHOME,TOTAL,EUR_HAB_KP10,EL,,0.00 p,0.00 p,0.00 p,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 b,0.00,0.00,0.00,0.00,0.00,,,,,
STAKHOME,TOTAL,EUR_HAB_KP10,ES,,10.48 p,10.13 p,9.81 p,9.62 p,9.99,9.77,9.52,9.91,11.21,11.21,5.36,3.72,2.31,2.49,1.90,2.08,2.01,3.05,2.81,3.55,2.83,0.81,0.36,0.27,0.27,,,,,
STAKHOME,TOTAL,EUR_HAB_KP10,EU15,,,10.42 p,10.38 p,10.66 p,10.95,10.49,17.03,17.62,17.32,17.47,16.02,15.98,16.57,14.70,14.78,14.86,13.96,12.32,11.98,11.84,,,,,,,,,,
STAKHOME,TOTAL,EUR_HAB_KP10,EU27_2020,,5.25 p,5.19 p,5.19 p,5.52 p,5.50,5.41,5.34,5.47,5.62,5.67,5.01,4.67,,,,,,,,,,,,,,,,,,
STAKHOME,TOTAL,EUR_HAB_KP10,EU28,,,8.32 p,8.28 p,8.52 p,8.75,8.36,13.51,13.96,13.69,13.81,12.68,12.57,,,,,,,,,,,,,,,,,,
STAKHOME,TOTAL,EUR_HAB_KP10,FI,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STAKHOME,TOTAL,EUR_HAB_KP10,FR,2.94 p,3.19,3.48,3.76,4.24,4.56,4.80,5.22,5.60,6.07,6.53,6.61,7.06,7.22,9.03,8.16,7.89,7.89,7.65,7.85,9.07,9.30,9.26,9.28,8.67,8.60,8.68,8.06,7.63,8.10,8.42
STAKHOME,TOTAL,EUR_HAB_KP10,HR,0.54 e,0.48 e,0.45 e,0.39 e,0.37 e,0.29 e,0.16 e,0.10 e,0.10 e,0.10 e,0.11 e,0.11 e,0.10 e,,,,,,,,,,,,,,,,,,
STAKHOME,TOTAL,EUR_HAB_KP10,HU,0.00 p,0.00,0.00,0.00,0.00,0.00 b,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
STAKHOME,TOTAL,EUR_HAB_KP10,IE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 b,0.00,0.00,0.00,0.00,0.00,,,,,
STAKHOME,TOTAL,EUR_HAB_KP10,IS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
STAKHOME,TOTAL,EUR_HAB_KP10,IT,0.78 p,0.81 p,0.73 p,0.65,1.29,1.24,1.44,1.37,1.35,1.41,1.42,1.30,1.18,1.05,1.04,0.98,0.97,0.90,0.93,0.88,0.81,0.79,0.51,0.52,0.29,0.25,,,,,
STAKHOME,TOTAL,EUR_HAB_KP10,LT,2.37 p,2.13 p,0.34,0.30,0.39,0.29,0.37,0.34,0.46,0.46,0.36,0.53,0.55,0.16,0.09,0.10,0.08,0.07,0.35,0.42,0.50,0.53,0.44,0.00,0.00,,,,,,
STAKHOME,TOTAL,EUR_HAB_KP10,LU,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.72,12.28,10.97,22.64,22.17,24.69,,,,,
STAKHOME,TOTAL,EUR_HAB_KP10,LV,0.00,0.00,0.00 p,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
STAKHOME,TOTAL,EUR_HAB_KP10,ME,,0.00 p,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,
STAKHOME,TOTAL,EUR_HAB_KP10,MK,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
STAKHOME,TOTAL,EUR_HAB_KP10,MT,0.00,0.00,0.00,0.00,0.51,0.57,0.66,0.66,0.67,0.74,0.83,0.81,0.87,0.95,0.97,0.98,1.16,1.19,1.15,1.16,1.15,,,,,,,,,,
STAKHOME,TOTAL,EUR_HAB_KP10,NL,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 b,,,,,
STAKHOME,TOTAL,EUR_HAB_KP10,NO,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STAKHOME,TOTAL,EUR_HAB_KP10,PL,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 p,0.00 p,0.00 p,0.00 p,0.00 p,0.00 p,0.00 p,0.00 p,0.00 p,0.00 p,0.00 p,0.00,0.00,0.00,0.00,0.00,,,,,
STAKHOME,TOTAL,EUR_HAB_KP10,PT,0.51,0.44,0.39,0.37,0.36,0.37,0.38,0.40,0.37,0.38,0.42,0.37,0.47,0.42,0.38,0.39,0.50,0.45,0.35,0.32,0.35,0.25,0.29,0.26,0.20,0.10,,,,,
STAKHOME,TOTAL,EUR_HAB_KP10,RO,,0.04,0.04,0.04,0.04,0.04 e,0.04,0.04,0.01 e,0.01 e,0.01 e,0.01 e,0.01,0.03,0.03,0.03,0.03,0.04,0.04,0.05,0.07,,,,,,,,,,
