unit,lev_limit,age,sex,geo,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
PC,SOME,Y_GE16,T,PL,,4.2,6.0,7.6,9.8,10.2,11.9,14.0,15.3,17.6,17.2,19.3
PC,SOME,Y_GE16,T,PT,,6.5,8.0,8.1,8.9,10.7,11.6,12.4,11.3,9.8,9.5,11.2
PC,SOME,Y_GE16,T,RO,15.2,14.8,15.5,17.8,20.9,22.2,23.1,27.7,31.3,32.1,31.4,33.2
PC,SOME,Y_GE16,T,RS,,22.5,23.1,30.4,30.5,32.3,39.2,39.2,38.9,,,
PC,SOME,Y_GE16,T,SE,2.3,3.2,2.5,2.4,1.9,2.5,1.6,1.4,3.8,1.9,1.6,2.8
PC,SOME,Y_GE16,T,SI,,5.3,4.5,5.3,5.9,7.4,8.7,9.8,9.1,9.9,7.8,8.0
PC,SOME,Y_GE16,T,SK,,7.0,8.9,7.4,8.1,9.3,11.1,10.6,11.8,11.4,12.4,11.4
PC,SOME,Y_GE16,T,TR,,29.6,30.5,28.1,32.2,37.3,34.1,32.6,48.5,59.0,62.6,63.2
PC,SOME,Y_GE16,T,UK,,,,5.1,4.7 b,6.1,6.5,7.9,10.2,9.4,7.2,6.0
PC,SOME,Y_GE16,T,XK,,,,47.9,,,,,,,,
PC,SOME,Y_GE65,F,AL,,36.3,35.2,39.5,40.0,,,,,,,
PC,SOME,Y_GE65,F,AT,5.0 u,1.1,1.7,0.7,0.8,2.1,0.9,2.6,1.8,3.4,3.3,2.1
PC,SOME,Y_GE65,F,BE,1.7,2.1,2.6 b,2.3,3.3,2.7,3.6,3.6,4.4,5.3,5.0,2.7
PC,SOME,Y_GE65,F,BG,29.1,38.9,39.7,39.4,50.2,48.6,50.5,48.0,60.1,60.2,61.8,69.2
PC,SOME,Y_GE65,F,CH,,1.0,0.4,0.1,0.0,0.0 n,0.9,0.1,0.3,0.3,0.6,0.2
PC,SOME,Y_GE65,F,CY,,2.3,2.2,4.2,6.5,7.7,5.7,7.5,10.2,10.3,7.4,9.0
PC,SOME,Y_GE65,F,CZ,1.3,1.9,3.1,3.5,4.7,4.1,6.7,7.2,7.4,10.1,9.0,4.3
PC,SOME,Y_GE65,F,DE,1.9,5.3 b,3.4,2.8,4.3,3.1,3.7,3.2,3.9,3.3,3.1,2.2
PC,SOME,Y_GE65,F,DK,0.9,1.3,1.6,0.9,0.4,0.4,1.4,1.3,0.5,1.0,0.7,1.5
PC,SOME,Y_GE65,F,EA,,4.6,5.6,5.8 e,6.4 e,6.4 e,5.5 e,5.6 e,5.6 e,6.2 e,6.0 e,4.7 e
PC,SOME,Y_GE65,F,EA18,,4.5,5.5,5.7,6.2,6.2,5.3,5.6,5.8,6.4,6.2,5.0
PC,SOME,Y_GE65,F,EA19,,4.6,5.6,5.8,6.4,6.4,5.5,5.8,6.0,6.7,6.5,5.3
PC,SOME,Y_GE65,F,EE,3.1,4.8,5.7,5.6,8.2,6.4,7.2,8.4,7.2,9.5,8.1,7.8
PC,SOME,Y_GE65,F,EL,,13.5,14.9,15.1,18.2,17.7,15.5,17.5,15.8,20.8,14.5,17.4
PC,SOME,Y_GE65,F,ES,6.1,4.6,3.5,4.7,4.3,3.2,3.4,2.8,3.2,3.4,3.5,2.4
PC,SOME,Y_GE65,F,EU,,,6.3 e,6.7,7.9,7.9,7.4,7.8,8.8,9.8,8.9,8.9
PC,SOME,Y_GE65,F,EU27_2007,,,6.3 e,6.6,7.8,7.8,7.3,7.8,8.7,9.7,8.8,8.8
PC,SOME,Y_GE65,F,EU27_2020,,5.9,6.8 e,7.2 e,8.5 e,8.5 e,8.0 e,8.4 e,9.3 e,10.4 e,9.5 e,9.4 e
PC,SOME,Y_GE65,F,EU28,,,6.3 e,6.7,7.9,7.9,7.4,7.8,8.8,9.8,8.9,8.9
PC,SOME,Y_GE65,F,FI,2.5,1.6,2.2,2.3,0.7,1.5,1.1,1.5,1.5,2.1,2.4,4.0
PC,SOME,Y_GE65,F,FR,,2.6 b,4.3,4.0,2.2,3.2,2.3,3.7,2.8,2.5,3.6,4.3
PC,SOME,Y_GE65,F,HR,9.0,8.7,9.5,10.8,12.6,14.4,13.7,13.8,16.7,21.4,21.4,19.4
PC,SOME,Y_GE65,F,HU,,8.2,7.2,5.9,13.1,12.3,17.3,17.6,22.3,24.5,19.4,19.3
PC,SOME,Y_GE65,F,IE,1.1,1.2 b,4.7,1.0,2.5,2.2,3.9,7.3,9.8,3.5,8.5,2.6
PC,SOME,Y_GE65,F,IS,,,,0.0,0.0,0 u,0 u,0 u,0 u,0 u,0 u,0 u
PC,SOME,Y_GE65,F,IT,5.5 p,5.4,8.9,9.0,11.2,12.3,8.6,9.8,11.1,13.1,12.1,8.1
PC,SOME,Y_GE65,F,LT,,12.4,14.1,17.8,17.5,18.5,18.9,17.1,20.4,26.6,27.8,29.5
PC,SOME,Y_GE65,F,LU,,0.0 b,1.3,0.0,0.3,0.5,0.8,0.0,2.7,0.0,0.0,0.0
PC,SOME,Y_GE65,F,LV,6.9,8.4,11.5,12.5,12.9,15.5,19.2,23.6,26.2,29.8,30.7,31.7
PC,SOME,Y_GE65,F,ME,,15.7,13.1,14.2,8.3,12.8,15.3,12.3,18.7,,,
PC,SOME,Y_GE65,F,MK,,27.3,32.0,29.3,32.8,32.5,36.2,39.9,39.7,46.8,45.5,32.4
PC,SOME,Y_GE65,F,MT,,5.4,3.8,6.9,5.2,4.9,8.8,12.5,11.0,8.6,6.6,5.1
PC,SOME,Y_GE65,F,NL,,1.2,1.6,1.9,1.1,1.2,0.4,1.1,0.7,1.2,0.9,0.6
PC,SOME,Y_GE65,F,NO,,1.0,1.2,1.0,0.0,4.1,1.1,0.7,0.0,0.0,1.0,1.2
PC,SOME,Y_GE65,F,PL,,3.8,5.9,6.1,8.4,8.5,9.7,12.1,15.0,18.6,19.8,21.0
PC,SOME,Y_GE65,F,PT,,6.3,6.1,7.8,8.0,8.7,10.3,10.1,8.4,8.4,7.6,11.0
PC,SOME,Y_GE65,F,RO,12.7,14.8,15.2,19.3,21.9,23.3,23.2,28.2,30.3,33.9,31.6,34.3
PC,SOME,Y_GE65,F,RS,,23.5,20.5,27.9,30.5,26.8,36.9,38.3,40.2,,,
PC,SOME,Y_GE65,F,SE,0.5,0.0,0.6,0.0,1.0,0.0,1.7,0.0,1.4,0.4,0.5,0.5
PC,SOME,Y_GE65,F,SI,,6.7,6.0,6.8,4.3,7.1,6.8,6.2,6.1,6.7,7.3,7.8
PC,SOME,Y_GE65,F,SK,,5.9,8.3,7.5,8.0,9.1,10.5,9.5,9.2,10.1,10.5,9.7
PC,SOME,Y_GE65,F,TR,,22.7,22.8,22.0,27.9,33.1,32.9,28.5,43.1,48.5,54.0,53.2
PC,SOME,Y_GE65,F,UK,,,,1.6,0.6 b,0.9,0.4,1.8,2.5,2.3,1.4,2.1
PC,SOME,Y_GE65,F,XK,,,,27.8,,,,,,,,
PC,SOME,Y_GE65,M,AL,,33.6,36.5,41.1,43.5,,,,,,,
PC,SOME,Y_GE65,M,AT,0 u,0.6,1.1,0.4,0.2,0.5,0.8,1.7,1.7,2.3,2.3,0.9
PC,SOME,Y_GE65,M,BE,0.8,1.0,2.1 b,2.5,1.7,2.7,1.3,2.0,1.2,1.8,2.6,3.4
PC,SOME,Y_GE65,M,BG,22.5,30.4,32.9,33.1,36.7,33.7,36.6,36.8,51.0,53.6,55.8,60.9
PC,SOME,Y_GE65,M,CH,,0.0 n,0.3,0.4,0.0,0.4,0.0,0.0,0.0 n,0.0 n,0.0 n,1.0
PC,SOME,Y_GE65,M,CY,,4.0,1.2,3.5,5.7,7.4,4.1,6.2,8.6,7.2,7.4,10.0
PC,SOME,Y_GE65,M,CZ,1.5,1.2,2.9,2.4,3.3,3.1,4.3,5.9,3.9,4.8,4.1,3.1
PC,SOME,Y_GE65,M,DE,1.9,1.8 b,1.8,2.3,2.1,2.4,1.6,1.2,2.2,3.1,2.4,0.8
PC,SOME,Y_GE65,M,DK,1.3,1.9,2.1,1.9,1.4,1.6,1.7,0.0,1.6,1.3,0.0,1.8
PC,SOME,Y_GE65,M,EA,,3.5,4.3,4.9 e,5.0 e,4.5 e,4.0 e,3.6 e,4.2 e,4.6 e,4.4 e,2.9 e
PC,SOME,Y_GE65,M,EA18,,3.5,4.2,4.9,4.9,4.4,3.9,3.6,4.3,4.7,4.6,3.1
PC,SOME,Y_GE65,M,EA19,,3.5,4.3,4.9,5.0,4.5,4.0,3.7,4.4,4.9,4.7,3.2
PC,SOME,Y_GE65,M,EE,2.7,1.7,1.5,3.8,3.9,7.5,3.5,5.9,7.7,3.9,3.9,1.9
PC,SOME,Y_GE65,M,EL,,9.3,11.9,12.4,13.9,12.3,11.8,13.4,14.2,14.3,13.3,9.3
PC,SOME,Y_GE65,M,ES,6.6,5.5,4.4,4.0,1.6,1.5,2.8,1.9,3.2,2.9,3.1,1.8
PC,SOME,Y_GE65,M,EU,,,4.6 e,5.3,5.6,5.5,5.1,5.2,6.4,6.6,6.9,5.9
PC,SOME,Y_GE65,M,EU27_2007,,,4.6 e,5.2,5.5,5.4,5.0,5.1,6.3,6.5,6.8,5.8
PC,SOME,Y_GE65,M,EU27_2020,,4.3,5.0 e,5.7 e,6.1 e,5.9 e,5.6 e,5.6 e,6.7 e,6.9 e,7.4 e,6.4 e
PC,SOME,Y_GE65,M,EU28,,,4.6 e,5.3,5.6,5.5,5.1,5.2,6.4,6.6,6.9,5.9
PC,SOME,Y_GE65,M,FI,0.8,1.3,0.9,1.4,0.7,0.3,0.4,2.3,0.2,1.6,1.5,1.3
PC,SOME,Y_GE65,M,FR,,2.2 b,4.7,3.2,3.5,2.0,1.9,1.3,0.9,3.1,2.0,3.6
PC,SOME,Y_GE65,M,HR,5.7,7.5,7.9,8.9,11.7,13.7,14.6,13.7,17.9,14.8,14.8,15.4
PC,SOME,Y_GE65,M,HU,,9.2,5.9,5.0,8.2,10.8,13.5,13.7,13.0,14.3,10.6,10.0
PC,SOME,Y_GE65,M,IE,3.6,2.0 b,2.8,1.6,3.6,3.5,4.2,3.3,3.1,2.6,3.2,2.0
PC,SOME,Y_GE65,M,IS,,,,0 u,0 u,0 u,,,,0 u,,0 u
PC,SOME,Y_GE65,M,IT,3.9 p,4.3,6.5,9.3,10.2,10.9,7.4,8.0,9.3,8.9,10.0,5.0
PC,SOME,Y_GE65,M,LT,,9.2,8.9,7.5,10.2,15.5,18.0,17.2,14.2,21.2,18.5,23.3
PC,SOME,Y_GE65,M,LU,,0.0 b,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
PC,SOME,Y_GE65,M,LV,3.9,5.7,5.5,8.6,9.9,9.8,12.0,17.9,23.7,23.1,23.7,26.9
PC,SOME,Y_GE65,M,ME,,11.7,11.9,12.6,10.0,9.3,12.1,6.3,15.8,,,
PC,SOME,Y_GE65,M,MK,,29.5,38.3,29.7,24.7,27.9,26.9,32.9,36.8,41.0,41.2,33.6
PC,SOME,Y_GE65,M,MT,,3.6,2.4,3.2,3.4,4.4,8.0,8.4,8.3,7.1,5.0,4.2
PC,SOME,Y_GE65,M,NL,,1.1,0.7,1.8,1.1,0.3,0.8,0.0,1.1,0.7,0.0,1.0
PC,SOME,Y_GE65,M,NO,,1.7,4.0,0.0,1.9,2.2,0.0,0.0,0.0,0.0,0.0,0 u
PC,SOME,Y_GE65,M,PL,,2.1,3.0,5.6,5.3,5.8,6.1,10.0,10.4,11.0,12.1,16.5
PC,SOME,Y_GE65,M,PT,,4.7,5.0,4.9,5.7,5.2,6.5,9.4,10.0,7.3,6.2,9.5
PC,SOME,Y_GE65,M,RO,11.3,10.4,12.5,13.3,16.1,17.7,16.1,22.1,26.7,24.8,26.0,30.7
PC,SOME,Y_GE65,M,RS,,16.5,19.2,19.6,25.8,26.1,32.8,34.6,30.5,,,
PC,SOME,Y_GE65,M,SE,1.6,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.9,1.5,0.7,1.7
PC,SOME,Y_GE65,M,SI,,3.8,4.0,4.0,5.1,4.7,6.8,3.8,5.5,6.9,5.2,3.1
PC,SOME,Y_GE65,M,SK,,4.2,5.4,5.9,5.2,5.5,6.3,8.8,11.0,6.4,6.1,7.2
PC,SOME,Y_GE65,M,TR,,19.8,22.8,22.0,26.4,30.2,28.9,24.9,44.1,53.1,53.2,54.2
PC,SOME,Y_GE65,M,UK,,,,1.3,0.6 b,1.4,1.0,1.2,3.6,2.3,0.5,0.7
PC,SOME,Y_GE65,M,XK,,,,33.9,,,,,,,,
PC,SOME,Y_GE65,T,AL,,35.0,35.8,40.3,41.7,,,,,,,
PC,SOME,Y_GE65,T,AT,2.3,0.9,1.4,0.6,0.5,1.4,0.9,2.2,1.7,2.9,2.9,1.6
PC,SOME,Y_GE65,T,BE,1.3,1.6,2.4 b,2.4,2.6,2.7,2.6,2.9,3.1,3.9,4.0,2.9
PC,SOME,Y_GE65,T,BG,26.8,35.9,37.3,37.2,45.3,43.3,45.6,44.0,56.6,57.8,59.6,66.1
PC,SOME,Y_GE65,T,CH,,0.5,0.3,0.2,0.0,0.2,0.5,0.1,0.2,0.2,0.3,0.5
PC,SOME,Y_GE65,T,CY,,3.1,1.8,3.9,6.2,7.6,5.0,6.9,9.5,9.0,7.4,9.4
PC,SOME,Y_GE65,T,CZ,1.4,1.6,3.0,3.1,4.2,3.7,5.8,6.7,6.1,8.1,7.1,3.9
PC,SOME,Y_GE65,T,DE,1.9,3.8 b,2.6,2.6,3.3,2.8,2.7,2.3,3.1,3.2,2.8,1.5
PC,SOME,Y_GE65,T,DK,1.1,1.6,1.8,1.3,0.8,0.9,1.5,0.8,1.0,1.2,0.4,1.6
PC,SOME,Y_GE65,T,EA,,4.2,5.1,5.5 e,5.8 e,5.6 e,4.9 e,4.8 e,5.0 e,5.5 e,5.3 e,4.0 e
PC,SOME,Y_GE65,T,EA18,,4.1,5.0,5.3,5.6,5.5,4.7,4.8,5.2,5.7,5.6,4.2
PC,SOME,Y_GE65,T,EA19,,4.2,5.1,5.5,5.8,5.6,4.9,4.9,5.3,5.9,5.7,4.4
PC,SOME,Y_GE65,T,EE,3.0,3.7,4.4,5.0,6.8,6.8,6.0,7.5,7.3,7.8,6.8,6.0
PC,SOME,Y_GE65,T,EL,,11.7,13.7,13.9,16.3,15.3,14.0,15.7,15.1,18.2,14.0,13.9
PC,SOME,Y_GE65,T,ES,6.3,4.9,3.9,4.5,3.2,2.5,3.2,2.5,3.2,3.2,3.3,2.2
PC,SOME,Y_GE65,T,EU,,,5.6 e,6.1,6.9,6.9,6.5,6.7,7.8,8.5,8.1,7.7
PC,SOME,Y_GE65,T,EU27_2007,,,5.6 e,6.0,6.9,6.8,6.4,6.7,7.7,8.3,8.0,7.6
PC,SOME,Y_GE65,T,EU27_2020,,5.3,6.1 e,6.6 e,7.5 e,7.4 e,7.0 e,7.2 e,8.2 e,9.0 e,8.7 e,8.2 e
PC,SOME,Y_GE65,T,EU28,,,5.6 e,6.1,6.9,6.9,6.5,6.7,7.8,8.5,8.1,7.7
PC,SOME,Y_GE65,T,FI,1.9,1.4,1.7,2.0,0.7,1.0,0.9,1.8,1.0,1.9,2.0,3.0
PC,SOME,Y_GE65,T,FR,,2.4 b,4.4,3.7,2.8,2.7,2.1,2.8,2.0,2.7,3.0,4.0
PC,SOME,Y_GE65,T,HR,7.7,8.2,8.8,10.0,12.3,14.2,14.1,13.8,17.2,19.0,19.1,17.9
PC,SOME,Y_GE65,T,HU,,8.6,6.7,5.6,11.3,11.7,15.9,16.3,19.2,21.1,16.3,16.0
PC,SOME,Y_GE65,T,IE,2.2,1.6 b,3.8,1.3,3.0,2.8,4.0,5.5,6.7,3.1,6.1,2.4
PC,SOME,Y_GE65,T,IS,,,,0.0,0.0,0.0,0 u,0.0,0.0,0.0,0 u,0.0
PC,SOME,Y_GE65,T,IT,4.9 p,4.9,8.0,9.2,10.8,11.7,8.1,9.1,10.4,11.4,11.3,6.9
PC,SOME,Y_GE65,T,LT,,11.4,12.4,14.5,15.2,17.7,18.6,17.1,18.4,24.8,24.8,27.6
PC,SOME,Y_GE65,T,LU,,0.0 b,0.7,0.0,0.2,0.3,0.5,0.0,1.4,0.0 n,0.0,0.0
PC,SOME,Y_GE65,T,LV,5.9,7.5,9.6,11.3,12.0,13.8,17.0,21.8,25.4,27.7,28.6,30.3
PC,SOME,Y_GE65,T,ME,,14.0,12.6,13.6,9.0,11.4,14.1,10.0,17.5,,,
PC,SOME,Y_GE65,T,MK,,28.2,34.4,29.5,29.6,30.6,32.4,37.1,38.6,44.7,43.9,33.0
PC,SOME,Y_GE65,T,MT,,4.7,3.2,5.4,4.5,4.7,8.4,10.9,10.0,8.0,6.0,4.7
PC,SOME,Y_GE65,T,NL,,1.1,1.2,1.8,1.1,0.8,0.5,0.6,0.9,1.0,0.6,0.8
PC,SOME,Y_GE65,T,NO,,1.3,2.2,0.6,0.7,3.4,0.7,0.5,0.0,0.0,0.6,0.8
PC,SOME,Y_GE65,T,PL,,3.1,4.8,5.9,7.4,7.5,8.4,11.4,13.5,16.0,17.2,19.5
PC,SOME,Y_GE65,T,PT,,5.7,5.7,6.7,7.2,7.3,8.9,9.8,9.0,8.0,7.1,10.4
PC,SOME,Y_GE65,T,RO,12.1,13.0,14.1,17.0,19.8,21.2,20.5,25.7,28.9,30.4,28.3,32.9
PC,SOME,Y_GE65,T,RS,,20.8,20.0,24.9,28.7,26.5,35.4,36.9,36.7,,,
PC,SOME,Y_GE65,T,SE,0.9,0.0,0.4,0.0,0.6,0.0,2.3,0.0,1.2,0.9,0.6,1.0
PC,SOME,Y_GE65,T,SI,,5.4,5.2,5.7,4.6,6.2,6.8,5.2,5.9,6.8,6.5,6.0
PC,SOME,Y_GE65,T,SK,,5.2,7.2,6.9,6.9,7.8,8.9,9.3,9.8,8.8,8.8,8.7
PC,SOME,Y_GE65,T,TR,,21.6,22.8,22.0,27.3,32.0,31.4,27.1,43.5,50.3,53.7,53.6
PC,SOME,Y_GE65,T,UK,,,,1.5,0.6 b,1.2,0.7,1.5,3.0,2.3,1.0,1.5
PC,SOME,Y_GE65,T,XK,,,,30.5,,,,,,,,
PC,TOTAL,Y16-24,F,AL,,36.5,37.7,40.1,40.7,,,,,,,
PC,TOTAL,Y16-24,F,AT,2.9,2.6,4.1,3.2,5.1,3.3,3.4,5.7,3.5,3.7,4.2,5.1
PC,TOTAL,Y16-24,F,BE,4.2,5.3,6.7 b,5.6,5.2,7.3,8.3,8.6,6.3,8.4,4.6,7.1
PC,TOTAL,Y16-24,F,BG,16.5,20.1,17.8,18.2,32.9,34.0,34.8,32.3,42.4,46.6,43.7,47.3
PC,TOTAL,Y16-24,F,CH,,0.8,1.5,2.0,1.6,4.2,1.5,1.2,1.0,1.4,1.7,1.7
PC,TOTAL,Y16-24,F,CY,,9.6,13.2,11.5,13.8,18.2,19.6,21.8,20.4,20.2,14.0,13.3
PC,TOTAL,Y16-24,F,CZ,3.4,2.9,5.6,5.9,6.6,7.4,8.2,6.8,9.1,9.0,7.1,8.7
PC,TOTAL,Y16-24,F,DE,4.6,5.4 b,2.9,3.3,4.0,4.5,4.4,5.0,5.3,4.2,5.9,5.2
PC,TOTAL,Y16-24,F,DK,2.7,4.9,2.2,7.5,5.3,4.1,10.4,6.9,4.1,3.0,5.5,3.7
PC,TOTAL,Y16-24,F,EA,,7.1,5.5,6.3 e,6.9 e,7.8 e,7.9 e,8.9 e,9.0 e,8.5 e,8.0 e,7.5 e
PC,TOTAL,Y16-24,F,EA18,,7.1,5.5,6.3,6.9,7.7,7.9,8.9,9.1,8.6,8.2,7.7
PC,TOTAL,Y16-24,F,EA19,,7.1,5.5,6.3,6.9,7.8,7.9,9.0,9.2,8.8,8.4,7.8
PC,TOTAL,Y16-24,F,EE,0.6,3.3,3.2,5.2,3.9,4.5,3.8,6.3,8.4,9.2,11.0,9.8
PC,TOTAL,Y16-24,F,EL,,22.9,20.6,20.8,27.3,32.6,30.8,32.1,29.7,26.0,21.0,20.3
PC,TOTAL,Y16-24,F,ES,9.5,9.8,6.6,8.2,7.8,9.9,8.0,8.9,8.7,6.3,7.9,7.6
PC,TOTAL,Y16-24,F,EU,,,6.4 e,7.2,7.8,8.9,9.4,10.9,11.8,11.9,10.9,10.6
PC,TOTAL,Y16-24,F,EU27_2007,,,6.4 e,7.2,7.8,8.8,9.4,10.9,11.7,11.9,10.9,10.6
PC,TOTAL,Y16-24,F,EU27_2020,,7.3,6.0 e,7.0 e,8.0 e,9.2 e,9.5 e,10.6 e,11.6 e,11.6 e,11.1 e,10.8 e
PC,TOTAL,Y16-24,F,EU28,,,6.4 e,7.2,7.8,8.9,9.4,10.9,11.8,11.9,10.9,10.6
PC,TOTAL,Y16-24,F,FI,4.5,6.5,3.8,2.8,2.8,2.8,2.7,7.5,5.1,5.2,5.8,6.4
PC,TOTAL,Y16-24,F,FR,,6.7 b,4.7,5.6,5.7,5.3,5.9,6.8,7.1,7.1,6.9,7.2
PC,TOTAL,Y16-24,F,HR,5.1,4.8,6.6,7.5,8.7,12.3,12.8,15.7,17.9,17.4,17.5,16.6
PC,TOTAL,Y16-24,F,HU,,8.1,10.1,14.5,17.4,18.1,23.1,30.3,33.3,30.1,27.8,25.8
PC,TOTAL,Y16-24,F,IE,4.2,4.8 b,7.7,7.3,6.6,9.3,12.4,12.9,11.4,11.9,10.0,8.4
PC,TOTAL,Y16-24,F,IS,,,,0.6,1.8,2.6,1.7,0.6,2.5,0.8,2.8,1.9
PC,TOTAL,Y16-24,F,IT,6.3 p,7.0,6.9,9.2,10.3,11.4,12.5,12.5,14.4,16.3,12.4,8.7
PC,TOTAL,Y16-24,F,LT,,9.6,10.0,13.4,13.8,14.4,16.9,14.5,16.6,20.5,17.0,16.9
PC,TOTAL,Y16-24,F,LU,,2.7 b,2.1,2.1,1.2,1.6,2.2,1.3,1.6,1.6,2.3,0.9
PC,TOTAL,Y16-24,F,LV,4.7,7.9,7.6,10.3,11.8,13.0,16.1,21.4,21.9,28.4,34.5,28.2
PC,TOTAL,Y16-24,F,ME,,16.6,15.3,16.2,14.3,16.9,17.3,16.3,9.9,,,
PC,TOTAL,Y16-24,F,MK,,28.5,31.7,30.5,33.0,30.0,29.6,37.7,42.6,41.2,36.7,32.2
PC,TOTAL,Y16-24,F,MT,,2.4,6.1,3.2,2.7,2.1,11.3,11.9,13.3,11.1,9.5,8.6
PC,TOTAL,Y16-24,F,NL,,2.7,3.0,2.1,2.5,2.6,2.1,5.8,4.1,3.3,1.2,4.3
PC,TOTAL,Y16-24,F,NO,,1.3,2.5,2.8,2.9,3.1,2.4,1.6,4.1,3.5,2.4,3.5
PC,TOTAL,Y16-24,F,PL,,3.0,3.9,3.8,6.9,7.7,9.3,10.7,13.5,14.2,13.2,15.6
PC,TOTAL,Y16-24,F,PT,,4.2,6.5,6.6,8.1,11.2,10.7,13.6,12.9,9.6,12.3,9.2
PC,TOTAL,Y16-24,F,RO,17.6,18.2,15.6,17.7,20.2,28.6,25.2,25.4,29.4,33.6,32.2,30.6
PC,TOTAL,Y16-24,F,RS,,12.6,16.5,15.5,16.7,19.3,23.9,26.9,32.1,,,
PC,TOTAL,Y16-24,F,SE,0.5,0.6,2.1,1.9,1.0,0.5,1.0,0.0,2.2,1.3,1.8,2.0
PC,TOTAL,Y16-24,F,SI,,3.2,2.2,4.3,4.7,5.2,3.7,5.5,6.9,4.7,4.9,4.8
PC,TOTAL,Y16-24,F,SK,,7.1,7.8,9.2,7.6,10.6,9.5,11.1,12.2,11.3,10.7,14.2
PC,TOTAL,Y16-24,F,TR,,31.1,30.1,30.1,33.6,37.1,30.4,31.3,46.5,59.8,60.8,63.0
PC,TOTAL,Y16-24,F,UK,,,,8.5,6.4 b,6.9,8.5,12.8,12.8,13.9,9.3,8.8
PC,TOTAL,Y16-24,F,XK,,,,45.1,,,,,,,,
PC,TOTAL,Y16-24,M,AL,,35.7,38.3,38.2,41.5,,,,,,,
PC,TOTAL,Y16-24,M,AT,4.0,2.2,2.2,2.4,4.0,3.3,5.7,4.8,3.2,3.7,4.0,4.0
PC,TOTAL,Y16-24,M,BE,4.9,5.3,3.7 b,6.1,5.3,8.1,6.2,11.4,8.1,9.7,7.8,8.0
PC,TOTAL,Y16-24,M,BG,20.0,23.5,23.2,24.4,42.2,38.9,39.5,32.4,45.0,44.4,45.8,46.7
PC,TOTAL,Y16-24,M,CH,,0.7,2.7,3.2,0.4,0.8,1.4,0.6,0.6,0.9,2.3,1.7
PC,TOTAL,Y16-24,M,CY,,11.7,12.9,17.0,17.4,19.5,23.0,24.0,22.6,23.2,16.8,19.7
PC,TOTAL,Y16-24,M,CZ,2.5,2.9,4.6,6.9,7.0,9.7,6.1,8.2,10.2,10.5,7.5,10.5
PC,TOTAL,Y16-24,M,DE,5.4,6.8 b,2.1,3.3,2.5,3.5,4.4,4.8,4.9,3.9,4.7,5.3
PC,TOTAL,Y16-24,M,DK,1.6,2.6,2.2,3.2,2.9,2.8,4.1,5.5,4.5,5.4,2.2,3.6
PC,TOTAL,Y16-24,M,EA,,7.0,5.5,6.1 e,6.3 e,7.5 e,8.7 e,9.0 e,8.7 e,8.7 e,7.6 e,7.5 e
PC,TOTAL,Y16-24,M,EA18,,7.0,5.5,6.1,6.2,7.5,8.6,9.0,8.8,8.9,7.8,7.6
PC,TOTAL,Y16-24,M,EA19,,7.0,5.5,6.1,6.3,7.5,8.7,9.0,8.9,9.0,8.0,7.8
PC,TOTAL,Y16-24,M,EE,1.6,3.4,4.0,5.1,3.3,4.1,3.7,7.0,10.0,12.6,12.8,10.3
PC,TOTAL,Y16-24,M,EL,,22.5,19.4,21.8,28.0,32.0,31.3,31.1,27.0,29.3,19.8,13.3
PC,TOTAL,Y16-24,M,ES,9.8,9.2,6.3,6.1,5.9,7.9,8.8,9.0,7.1,8.5,5.6,6.8
PC,TOTAL,Y16-24,M,EU,,,6.2 e,6.8,7.3,9.1,10.2,11.3,11.8,11.9,10.2,10.2
PC,TOTAL,Y16-24,M,EU27_2007,,,6.2 e,6.8,7.3,9.0,10.2,11.3,11.8,11.8,10.2,10.2
PC,TOTAL,Y16-24,M,EU27_2020,,7.4,6.1 e,6.8 e,7.7 e,9.2 e,10.2 e,11.0 e,11.6 e,11.8 e,10.7 e,10.8 e
PC,TOTAL,Y16-24,M,EU28,,,6.2 e,6.8,7.3,9.1,10.2,11.3,11.8,11.9,10.2,10.2
PC,TOTAL,Y16-24,M,FI,0.9,5.3,4.4,4.6,2.2,2.6,4.3,4.2,4.1,3.4,3.5,3.6
PC,TOTAL,Y16-24,M,FR,,6.1 b,6.3,5.3,5.4,6.3,7.0,6.6,7.2,7.9,7.3,8.7
PC,TOTAL,Y16-24,M,HR,6.2,5.0,5.5,7.4,10.2,13.4,14.7,15.0,16.3,16.2,14.8,15.2
PC,TOTAL,Y16-24,M,HU,,8.2,9.6,10.5,18.1,22.6,24.4,28.2,35.2,31.1,29.3,26.6
PC,TOTAL,Y16-24,M,IE,4.3,4.8 b,7.5,9.6,8.5,10.0,13.2,14.9,12.3,13.6,10.0,4.3
PC,TOTAL,Y16-24,M,IS,,,,0.0,0.4,1.0,0.5,0.0,1.3,0.4,4.0,0.0
PC,TOTAL,Y16-24,M,IT,6.5 p,7.7,8.1,9.6,11.4,13.0,15.1,15.3,15.5,16.0,12.3,8.9
PC,TOTAL,Y16-24,M,LT,,8.1,8.5,14.7,13.8,14.7,19.4,12.1,13.6,23.1,23.2,24.0
PC,TOTAL,Y16-24,M,LU,,2.4 b,2.5,2.0,1.2,2.9,3.9,2.4,1.2,1.6,2.5,0.8
