unit,lev_limit,age,sex,geo,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
PC,NONE,Y16-29,T,CY,3.1,2.2,1.9,1.7,3.0,0.6,2.2,2.5,1.9,2.9,3.4
PC,NONE,Y16-29,T,CZ,3.5,2.4,3.8,3.4,3.0,2.7,2.6,4.2,4.2,6.0,6.1
PC,NONE,Y16-29,T,DE,3.1 b,2.8,3.7,3.0,3.4,3.2,3.1,3.0,3.1,3.8,3.6
PC,NONE,Y16-29,T,DK,5.7,7.8,8.5,5.5,3.4,5.2,4.9,6.1,5.7,4.7,3.0
PC,NONE,Y16-29,T,EA,6.3,4.7 e,4.7 e,4.4 e,5.6 e,5.7 e,5.5 e,5.1 e,5.0 e,5.6 e,5.3 e
PC,NONE,Y16-29,T,EA18,6.3,4.7 e,4.7,4.3,5.5,5.6,5.5,5.2,5.1,5.7,5.5
PC,NONE,Y16-29,T,EA19,6.3,4.7 e,4.7,4.4,5.6,5.7,5.5,5.2,5.1,5.7,5.6
PC,NONE,Y16-29,T,EE,2.0,3.7,3.2,4.2,4.0,3.8,4.5,6.6,5.3,5.4,12.8
PC,NONE,Y16-29,T,EL,8.9,10.2,8.9,9.5,10.2,11.4,9.7,10.3,11.0,10.9,11.1
PC,NONE,Y16-29,T,ES,5.4,2.6,2.7,1.7,2.6,2.3,2.4,2.9,1.9,3.3,2.7
PC,NONE,Y16-29,T,EU,,5.7 e,5.7,5.8,7.0,7.1,7.2,7.2,7.2,7.7,8.1
PC,NONE,Y16-29,T,EU27_2007,,5.7 e,5.7,5.7,6.9,7.1,7.2,7.1,7.1,7.7,8.1
PC,NONE,Y16-29,T,EU27_2020,7.4 e,6.1 e,6.1 e,6.4 e,7.5 e,7.7 e,7.7 e,7.7 e,7.7 e,8.3 e,8.5 e
PC,NONE,Y16-29,T,EU28,,5.7 e,5.7,5.8,7.0,7.1,7.2,7.2,7.2,7.7,8.1
PC,NONE,Y16-29,T,FI,2.6,1.4,2.1,1.7,1.6,1.3,1.0,1.0,1.2,1.4,1.1
PC,NONE,Y16-29,T,FR,7.0 b,3.7,5.2,3.3,4.9,3.4,3.8,3.1,4.1,4.2,5.0
PC,NONE,Y16-29,T,HR,6.0,7.1,7.6,8.5,9.0,9.9,9.6,11.4,13.6,12.1,12.6
PC,NONE,Y16-29,T,HU,10.6,9.8,9.3,20.9,21.9,20.5,23.4,23.1,21.9,19.8,22.1
PC,NONE,Y16-29,T,IE,1.7 b,2.7,1.7,1.1,1.6,1.6,2.6,3.4,1.5,1.3,0.5
PC,NONE,Y16-29,T,IS,,,1.8,2.0,2.3,3.6,1.9,2.8,2.9,2.9,1.4
PC,NONE,Y16-29,T,IT,10.8,7.4,7.0,8.5,11.9,14.8,14.0,12.1,12.3,13.3,10.7
PC,NONE,Y16-29,T,LT,8.3,8.4,7.9,10.9,11.6,10.8,12.1,10.5,9.5,8.6,16.9
PC,NONE,Y16-29,T,LU,1.4 b,2.2,3.0,3.6,2.1,1.9,2.3,2.4,3.4,3.0,3.0
PC,NONE,Y16-29,T,LV,13.2,14.0,17.0,19.0,18.0,17.9,21.2,20.7,19.7,21.0,24.5
PC,NONE,Y16-29,T,ME,19.0,21.1,21.1,17.6,20.4,26.6,22.9,25.7,,,
PC,NONE,Y16-29,T,MK,10.4,10.2,11.3,12.0,12.1,9.2,11.6,13.0,14.3,15.4,
PC,NONE,Y16-29,T,MT,1.4,1.8,1.6,2.1,2.0,1.4,2.3,2.0,1.3,2.2,1.8
PC,NONE,Y16-29,T,NL,3.1,2.3,2.5,3.0,3.0,4.3,1.5,2.1,2.0,1.5,1.5
PC,NONE,Y16-29,T,NO,2.8,3.2,2.4,1.8,1.9,1.6,2.2,3.5,2.5,3.9,3.1
PC,NONE,Y16-29,T,PL,,8.0,9.2,10.6,11.4,11.1,9.7,11.6,12.1,13.0,15.1
PC,NONE,Y16-29,T,PT,6.3,6.4,7.5,6.6,8.6,7.7,9.2,9.1,5.1,5.4,7.3
PC,NONE,Y16-29,T,RO,19.6,19.5,21.3,24.1,26.5,28.0,28.2,29.1,29.4,30.8,31.3
PC,NONE,Y16-29,T,RS,9.9,17.6,13.0,16.3,19.1,18.6,21.1,20.2,,,
PC,NONE,Y16-29,T,SE,3.5,4.2,3.1,3.7,3.6,3.9,2.7,3.3,3.0,4.3,3.9
PC,NONE,Y16-29,T,SI,4.6,6.8,6.2,6.6,8.1,7.7,8.8,8.3,11.3,10.2,17.2
PC,NONE,Y16-29,T,SK,4.4,5.3,5.3,6.5,5.9,5.4,4.7,5.2,5.5,5.0,3.9
PC,NONE,Y16-29,T,TR,26.9,28.5,28.3,28.7,30.8,30.1,29.8,30.8,31.6,31.1,31.9
PC,NONE,Y16-29,T,UK,,,3.0,1.2 b,3.3,3.2,4.6,3.8,4.0,3.4,5.6
PC,NONE,Y16-29,T,XK,,,22.0,,,,,,,,
PC,NONE,Y16-64,F,AL,15.5,21.1,22.9,19.9,,,,,,,
PC,NONE,Y16-64,F,AT,2.9,2.8,2.1,3.9,3.8,4.2,3.3,3.7,3.8,3.4,3.9
PC,NONE,Y16-64,F,BE,2.1,1.8 b,1.8,2.1,1.6 b,0.5,0.9,0.8,0.5,0.8,1.5
PC,NONE,Y16-64,F,BG,9.0,9.6,10.7,11.1,11.7,11.4,12.0,12.1,12.6,14.4,14.5
PC,NONE,Y16-64,F,CH,1.5,1.9,2.7,1.9,2.2,1.8,1.1,1.4,1.5,1.9,1.3
PC,NONE,Y16-64,F,CY,1.9,1.3,1.4,0.9,1.5,0.4,1.1,1.4,1.2,1.7,1.2
PC,NONE,Y16-64,F,CZ,2.1,1.9,2.2,2.5,3.1,3.0,2.9,3.7,3.7,4.7,4.4
PC,NONE,Y16-64,F,DE,1.8 b,2.2,2.4,2.2,2.2,2.2,1.7,1.8,1.9,2.5,2.1
PC,NONE,Y16-64,F,DK,2.1,3.1,2.6,2.4,1.4,2.5,1.9,1.7,2.3,2.4,1.3
PC,NONE,Y16-64,F,EA,4.0,2.9 e,2.9 e,2.9 e,3.6 e,3.8 e,3.6 e,3.4 e,3.3 e,3.7 e,3.5 e
PC,NONE,Y16-64,F,EA18,4.0,2.9 e,2.9,2.9,3.6,3.8,3.6,3.5,3.4,3.8,3.6
PC,NONE,Y16-64,F,EA19,4.0,2.9 e,2.9,2.9,3.6,3.8,3.7,3.5,3.5,3.8,3.8
PC,NONE,Y16-64,F,EE,1.8,2.5,2.8,2.4,2.9,2.7,3.7,5.5,4.4,4.4,10.4
PC,NONE,Y16-64,F,EL,5.7,5.9,5.8,6.1,6.4,6.7,6.2,6.6,6.5,6.8,7.6
PC,NONE,Y16-64,F,ES,3.2,1.5,1.4,1.0,1.7,1.4,1.6,1.6,1.2,1.9,1.5
PC,NONE,Y16-64,F,EU,,3.8 e,3.8,4.0,4.7,4.9,4.9,4.9,4.9,5.4,5.6
PC,NONE,Y16-64,F,EU27_2007,,3.8 e,3.8,4.0,4.7,4.9,4.8,4.8,4.9,5.4,5.6
PC,NONE,Y16-64,F,EU27_2020,4.9 e,4.1 e,4.1 e,4.4 e,5.1 e,5.3 e,5.2 e,5.3 e,5.4 e,5.8 e,6.0 e
PC,NONE,Y16-64,F,EU28,,3.8 e,3.8,4.0,4.7,4.9,4.9,4.9,4.9,5.4,5.6
PC,NONE,Y16-64,F,FI,1.2,0.7,1.3,1.0,0.9,0.6,0.4,0.6,0.7,0.9,1.1
PC,NONE,Y16-64,F,FR,4.1 b,2.4,2.9,2.3,2.8,2.4,2.4,2.2,2.2,2.6,2.9
PC,NONE,Y16-64,F,HR,4.7,5.5,5.8,6.1,6.1,6.9,7.5,9.0,10.1,9.7,10.1
PC,NONE,Y16-64,F,HU,6.6,7.1,7.0,14.9,15.6,14.7,16.3,16.0,15.5,14.4,16.3
PC,NONE,Y16-64,F,IE,1.1 b,1.1,0.8,0.6,1.4,1.1,1.5,1.7,0.7,0.7,0.5
PC,NONE,Y16-64,F,IS,,,1.1,1.5,1.4,2.7,1.8,2.7,3.0,2.3,1.5
PC,NONE,Y16-64,F,IT,7.1,5.0,4.3,5.5,7.8,9.9,9.1,8.6,8.7,9.0,7.3
PC,NONE,Y16-64,F,LT,6.1,6.6,6.7,8.3,9.2,8.6,11.0,9.2,7.2,6.8,13.7
PC,NONE,Y16-64,F,LU,1.1 b,1.3,2.0,2.8,2.1,1.8,1.6,1.8,1.8,1.8,2.0
PC,NONE,Y16-64,F,LV,10.7,12.7,13.6,14.1,13.8,13.7,15.0,15.0,15.3,17.3,20.6
PC,NONE,Y16-64,F,ME,16.1,18.0,17.9,15.4,17.8,24.5,19.9,22.5,,,
PC,NONE,Y16-64,F,MK,8.2,8.4,9.5,9.1,10.1,8.4,10.5,9.9,11.2,12.5,31.0 u
PC,NONE,Y16-64,F,MT,1.3,1.4,1.1,1.6,1.3,1.1,1.3,1.3,1.0,1.8,1.5
PC,NONE,Y16-64,F,NL,1.6,1.8,1.5,1.0,1.3,1.8,0.7,0.2,1.2,0.6,0.5
PC,NONE,Y16-64,F,NO,1.3,1.6,0.9,1.2,1.4,0.8,0.6,1.5,1.3,1.5,1.3
PC,NONE,Y16-64,F,PL,,7.3,7.4,8.5,8.5,8.6,7.8,8.7,9.6,10.1,12.6
PC,NONE,Y16-64,F,PT,3.6,4.1,4.8,3.9,4.7,4.8,5.8,5.6,4.0,3.7,5.7
PC,NONE,Y16-64,F,RO,13.0,13.7,15.4,16.2,18.8,18.6,18.8,20.8,21.3,22.9,23.3
PC,NONE,Y16-64,F,RS,7.9,13.9,11.1,14.1,15.1,16.2,16.8,16.0,,,
PC,NONE,Y16-64,F,SE,3.0,3.1,2.8,3.0,2.6,2.9,2.5,2.1,2.5,2.6,1.8
PC,NONE,Y16-64,F,SI,2.8,4.2,4.1,4.4,5.0,5.8,6.5,6.5,8.3,9.1,14.7
PC,NONE,Y16-64,F,SK,2.7,3.5,3.3,4.4,4.2,3.7,3.9,3.8,4.5,4.4,3.7
PC,NONE,Y16-64,F,TR,20.1,21.6,22.0,22.6,23.8,23.7,23.6,24.3,25.5,25.4,26.0
PC,NONE,Y16-64,F,UK,,,1.7,0.8 b,2.1,2.2,2.6,2.1,2.1,2.4,3.0
PC,NONE,Y16-64,F,XK,,,19.4,,,,,,,,
PC,NONE,Y16-64,M,AL,15.3,21.6,24.8,23.3,,,,,,,
PC,NONE,Y16-64,M,AT,2.8,2.6,2.8,4.0,3.4,4.2,3.4,3.0,3.0,3.8,3.9
PC,NONE,Y16-64,M,BE,2.2,1.8 b,2.1,2.6,1.8 b,1.1,1.0,1.2,0.5,1.1,1.7
PC,NONE,Y16-64,M,BG,9.7,10.1,11.1,11.0,12.0,11.4,11.9,12.3,11.9,13.2,14.2
PC,NONE,Y16-64,M,CH,1.9,1.7,3.1,2.2,1.5,1.7,1.1,1.7,1.7,1.6,0.9
PC,NONE,Y16-64,M,CY,2.1,1.4,0.8,1.0,1.6,0.6,1.8,1.8,1.4,1.8,2.3
PC,NONE,Y16-64,M,CZ,1.5,1.4,2.2,1.9,1.9,2.3,1.6,2.5,2.9,4.1,4.3
PC,NONE,Y16-64,M,DE,1.6 b,2.0,2.2,1.6,2.0,1.8,1.7,1.5,1.6,1.8,2.1
PC,NONE,Y16-64,M,DK,3.9,4.4,4.5,3.6,2.1,3.2,2.9,3.0,2.7,2.1,0.7
PC,NONE,Y16-64,M,EA,3.8,3.0 e,3.0 e,3.0 e,3.6 e,3.8 e,3.7 e,3.6 e,3.6 e,3.7 e,3.7 e
PC,NONE,Y16-64,M,EA18,3.8,2.9 e,2.9,2.9,3.5,3.7,3.7,3.7,3.6,3.8,3.8
PC,NONE,Y16-64,M,EA19,3.8,3.0 e,3.0,3.0,3.6,3.8,3.8,3.7,3.7,3.8,3.9
PC,NONE,Y16-64,M,EE,1.3,2.1,2.3,3.1,2.7,2.2,2.5,4.9,4.1,4.1,10.8
PC,NONE,Y16-64,M,EL,6.3,6.7,6.3,6.7,6.7,7.0,6.0,7.5,8.1,8.4,7.8
PC,NONE,Y16-64,M,ES,3.0,1.6,1.4,1.2,1.5,1.5,1.6,2.0,1.4,2.2,2.1
PC,NONE,Y16-64,M,EU,,3.8 e,3.8,4.0,4.9,4.9,5.0,5.2,5.1,5.5,5.8
PC,NONE,Y16-64,M,EU27_2007,,3.8 e,3.8,4.0,4.9,4.8,5.0,5.1,5.0,5.4,5.8
PC,NONE,Y16-64,M,EU27_2020,4.8 e,4.2 e,4.2 e,4.5 e,5.2 e,5.3 e,5.4 e,5.6 e,5.6 e,5.9 e,6.2 e
PC,NONE,Y16-64,M,EU28,,3.8 e,3.8,4.0,4.9,4.9,5.0,5.2,5.1,5.5,5.8
PC,NONE,Y16-64,M,FI,1.3,0.8,0.8,0.6,0.6,0.8,0.5,0.6,0.6,0.6,0.4
PC,NONE,Y16-64,M,FR,3.7 b,2.2,2.6,2.0,2.6,2.3,2.1,2.2,3.0,2.6,3.4
PC,NONE,Y16-64,M,HR,4.8,5.6,6.3,5.9,7.6,7.1,8.0,8.1,9.3,8.1,11.4
PC,NONE,Y16-64,M,HU,6.5,6.0,6.6,14.6,16.3,14.5,17.1,16.8,16.2,14.6,17.2
PC,NONE,Y16-64,M,IE,1.0 b,1.1,0.7,0.6,0.5,0.7,1.4,1.4,0.6,0.5,0.5
PC,NONE,Y16-64,M,IS,,,1.7,1.7,1.4,2.1,1.9,2.8,1.7,1.3,0.8
PC,NONE,Y16-64,M,IT,6.9,5.2,5.4,6.5,8.6,10.5,10.3,9.1,9.0,9.3,7.3
PC,NONE,Y16-64,M,LT,4.8,6.2,6.2,7.3,8.8,7.6,9.4,8.1,7.7,7.0,14.4
PC,NONE,Y16-64,M,LU,0.7 b,1.7,2.3,2.2,1.7,1.4,1.6,1.6,2.7,2.2,2.5
PC,NONE,Y16-64,M,LV,10.8,10.8,13.5,15.0,14.0,14.5,15.8,16.4,15.6,17.4,21.8
PC,NONE,Y16-64,M,ME,16.1,18.4,17.1,15.1,17.2,22.9,20.0,21.8,,,
PC,NONE,Y16-64,M,MK,8.9,9.0,10.3,9.5,11.5,9.3,11.2,12.0,12.0,13.4,8.1 u
PC,NONE,Y16-64,M,MT,0.8,0.9,0.7,1.1,1.4,1.3,1.6,1.6,1.0,1.4,1.2
PC,NONE,Y16-64,M,NL,1.3,1.1,0.9,1.3,1.2,1.0,0.8,1.4,1.3,0.3,0.6
PC,NONE,Y16-64,M,NO,0.9,1.5,1.0,0.6,0.7,0.6,0.9,1.3,1.0,0.9,1.1
PC,NONE,Y16-64,M,PL,,6.7,7.9,8.5,8.6,8.6,8.1,9.3,9.9,11.3,12.7
PC,NONE,Y16-64,M,PT,4.2,4.1,4.0,4.1,5.1,4.5,5.9,6.1,4.4,4.1,5.0
PC,NONE,Y16-64,M,RO,14.7,14.4,15.4,18.0,20.2,20.3,20.5,21.9,22.7,24.3,26.2
PC,NONE,Y16-64,M,RS,9.1,13.7,11.1,13.7,15.6,16.1,18.1,16.0,,,
PC,NONE,Y16-64,M,SE,2.0,2.3,2.1,1.9,2.5,2.0,1.5,1.7,1.0,2.0,2.6
PC,NONE,Y16-64,M,SI,2.8,4.0,5.4,4.6,5.0,5.5,6.1,6.6,8.7,7.8,14.2
PC,NONE,Y16-64,M,SK,3.3,3.1,3.3,4.5,3.6,3.5,4.0,4.1,4.6,3.9,3.2
PC,NONE,Y16-64,M,TR,20.4,21.9,22.1,22.7,24.1,23.6,23.7,24.2,25.1,25.2,26.5
PC,NONE,Y16-64,M,UK,,,1.5,0.6 b,2.6,1.9,2.4,2.6,1.8,2.6,2.7
PC,NONE,Y16-64,M,XK,,,19.0,,,,,,,,
PC,NONE,Y16-64,T,AL,15.4,21.3,23.9,21.7,,,,,,,
PC,NONE,Y16-64,T,AT,2.9,2.7,2.5,4.0,3.6,4.2,3.4,3.3,3.4,3.6,3.9
PC,NONE,Y16-64,T,BE,2.2,1.8 b,2.0,2.4,1.7 b,0.8,0.9,1.0,0.5,1.0,1.6
PC,NONE,Y16-64,T,BG,9.4,9.8,10.9,11.1,11.8,11.4,11.9,12.2,12.2,13.8,14.3
PC,NONE,Y16-64,T,CH,1.7,1.8,2.9,2.0,1.9,1.8,1.1,1.6,1.6,1.7,1.1
PC,NONE,Y16-64,T,CY,2.0,1.3,1.1,0.9,1.5,0.5,1.4,1.6,1.3,1.7,1.7
PC,NONE,Y16-64,T,CZ,1.8,1.6,2.2,2.2,2.6,2.7,2.3,3.2,3.3,4.4,4.4
PC,NONE,Y16-64,T,DE,1.7 b,2.1,2.3,1.9,2.1,2.0,1.7,1.6,1.7,2.2,2.1
PC,NONE,Y16-64,T,DK,3.0,3.8,3.6,3.0,1.8,2.9,2.4,2.4,2.5,2.3,1.0
PC,NONE,Y16-64,T,EA,3.9,2.9 e,2.9 e,2.9 e,3.6 e,3.8 e,3.7 e,3.5 e,3.4 e,3.7 e,3.6 e
PC,NONE,Y16-64,T,EA18,3.9,2.9 e,2.9,2.9,3.6,3.7,3.7,3.6,3.5,3.8,3.7
PC,NONE,Y16-64,T,EA19,3.9,2.9 e,2.9,2.9,3.6,3.8,3.7,3.6,3.6,3.8,3.8
PC,NONE,Y16-64,T,EE,1.6,2.3,2.5,2.8,2.8,2.4,3.1,5.2,4.2,4.2,10.6
PC,NONE,Y16-64,T,EL,6.0,6.3,6.1,6.4,6.5,6.8,6.1,7.0,7.3,7.6,7.7
PC,NONE,Y16-64,T,ES,3.1,1.5,1.4,1.1,1.6,1.5,1.6,1.8,1.3,2.1,1.8
PC,NONE,Y16-64,T,EU,,3.8 e,3.8,4.0,4.8,4.9,5.0,5.0,5.0,5.4,5.7
PC,NONE,Y16-64,T,EU27_2007,,3.8 e,3.8,4.0,4.8,4.9,4.9,5.0,5.0,5.4,5.7
PC,NONE,Y16-64,T,EU27_2020,4.8 e,4.1 e,4.1 e,4.5 e,5.2 e,5.3 e,5.3 e,5.4 e,5.5 e,5.8 e,6.1 e
PC,NONE,Y16-64,T,EU28,,3.8 e,3.8,4.0,4.8,4.9,5.0,5.0,5.0,5.4,5.7
PC,NONE,Y16-64,T,FI,1.2,0.7,1.0,0.8,0.7,0.7,0.5,0.6,0.7,0.7,0.7
PC,NONE,Y16-64,T,FR,3.9 b,2.3,2.8,2.1,2.7,2.3,2.3,2.2,2.6,2.6,3.1
PC,NONE,Y16-64,T,HR,4.7,5.6,6.0,6.0,6.8,7.0,7.8,8.6,9.7,9.0,10.6
PC,NONE,Y16-64,T,HU,6.5,6.6,6.8,14.8,15.9,14.6,16.7,16.4,15.8,14.5,16.7
PC,NONE,Y16-64,T,IE,1.1 b,1.1,0.8,0.6,0.9,0.9,1.4,1.5,0.7,0.6,0.5
PC,NONE,Y16-64,T,IS,,,1.4,1.6,1.4,2.4,1.9,2.8,2.3,1.8,1.1
PC,NONE,Y16-64,T,IT,7.0,5.1,4.9,6.0,8.2,10.2,9.7,8.9,8.9,9.2,7.3
PC,NONE,Y16-64,T,LT,5.4,6.4,6.4,7.8,9.0,8.1,10.3,8.7,7.4,6.9,14.0
PC,NONE,Y16-64,T,LU,0.9 b,1.5,2.1,2.5,1.9,1.6,1.6,1.7,2.3,2.0,2.3
PC,NONE,Y16-64,T,LV,10.8,11.8,13.5,14.6,13.9,14.1,15.4,15.6,15.5,17.3,21.1
PC,NONE,Y16-64,T,ME,16.1,18.2,17.5,15.2,17.5,23.7,20.0,22.1,,,
PC,NONE,Y16-64,T,MK,8.6,8.7,9.9,9.3,10.8,8.9,10.9,11.0,11.6,12.9,21.7
PC,NONE,Y16-64,T,MT,1.0,1.1,0.9,1.3,1.3,1.2,1.5,1.4,1.0,1.6,1.3
PC,NONE,Y16-64,T,NL,1.5,1.4,1.2,1.2,1.2,1.3,0.7,0.9,1.3,0.5,0.6
PC,NONE,Y16-64,T,NO,1.1,1.6,0.9,0.8,1.0,0.7,0.8,1.4,1.2,1.2,1.2
PC,NONE,Y16-64,T,PL,,7.0,7.6,8.5,8.5,8.6,7.9,9.0,9.7,10.7,12.6
PC,NONE,Y16-64,T,PT,3.9,4.1,4.4,4.0,4.9,4.7,5.8,5.8,4.2,3.9,5.4
PC,NONE,Y16-64,T,RO,13.8,14.1,15.4,17.1,19.5,19.5,19.7,21.4,22.0,23.6,24.8
PC,NONE,Y16-64,T,RS,8.5,13.8,11.1,13.9,15.3,16.1,17.5,16.0,,,
PC,NONE,Y16-64,T,SE,2.5,2.7,2.4,2.4,2.5,2.4,2.0,1.9,1.7,2.3,2.2
PC,NONE,Y16-64,T,SI,2.8,4.1,4.8,4.5,5.0,5.7,6.3,6.5,8.5,8.4,14.4
PC,NONE,Y16-64,T,SK,3.0,3.3,3.3,4.5,3.9,3.6,4.0,4.0,4.5,4.1,3.5
PC,NONE,Y16-64,T,TR,20.3,21.8,22.0,22.7,23.9,23.7,23.7,24.2,25.3,25.3,26.3
PC,NONE,Y16-64,T,UK,,,1.6,0.7 b,2.4,2.1,2.5,2.3,1.9,2.5,2.8
PC,NONE,Y16-64,T,XK,,,19.2,,,,,,,,
PC,NONE,Y25-34,F,AL,15.1,22.1,23.6,21.1,,,,,,,
PC,NONE,Y25-34,F,AT,4.4,3.4,1.5,4.7,3.7,4.0,4.6,3.1,7.2,5.1,5.5
PC,NONE,Y25-34,F,BE,2.1,2.0 b,1.8,2.1,1.5 b,0.5,0.9,0.8,0.3,1.0,1.5
PC,NONE,Y25-34,F,BG,13.8,12.5,13.8,13.9,13.8,12.8,15.4,15.6,16.6,18.5,17.7
PC,NONE,Y25-34,F,CH,2.6,1.7,1.0,1.5,3.0,1.7,0.9,1.5,0.3,0.7,1.3
PC,NONE,Y25-34,F,CY,1.6,1.6,1.6,0.4,0.9,0.5,1.4,0.6,0.5,1.5,0.8
PC,NONE,Y25-34,F,CZ,2.8,1.8,2.4,2.4,4.3,2.5,2.8,4.6,3.5,5.0,5.1
PC,NONE,Y25-34,F,DE,2.9 b,3.3,4.7,3.6,3.9,4.1,2.7,2.3,3.0,3.6,3.0
PC,NONE,Y25-34,F,DK,3.9,6.0,4.8,2.2,2.0,2.8,2.9,1.7,6.2,2.9,3.1
PC,NONE,Y25-34,F,EA,4.7,3.6 e,3.6 e,3.5 e,4.3 e,4.7 e,4.0 e,3.6 e,3.7 e,4.3 e,3.7 e
PC,NONE,Y25-34,F,EA18,4.7,3.6 e,3.6,3.4,4.2,4.6,4.0,3.7,3.8,4.4,3.9
PC,NONE,Y25-34,F,EA19,4.7,3.6 e,3.6,3.5,4.3,4.7,4.1,3.7,3.8,4.4,4.0
PC,NONE,Y25-34,F,EE,1.7,1.8,3.8,4.0,3.3,3.2,5.2,5.8,2.7,3.4,10.9
PC,NONE,Y25-34,F,EL,6.8,6.0,5.3,6.6,6.5,7.7,7.0,6.4,6.5,6.1,8.3
PC,NONE,Y25-34,F,ES,4.4,1.3,1.9,1.2,2.6,1.6,1.7,1.1,1.1,2.7,1.5
PC,NONE,Y25-34,F,EU,,4.5 e,4.5,4.5,5.3,5.7,5.6,5.4,5.6,6.2,6.1
PC,NONE,Y25-34,F,EU27_2007,,4.4 e,4.4,4.5,5.3,5.6,5.6,5.4,5.5,6.2,6.1
PC,NONE,Y25-34,F,EU27_2020,5.7 e,4.9 e,4.9 e,5.0 e,5.7 e,6.0 e,5.9 e,6.0 e,6.2 e,6.7 e,6.6 e
PC,NONE,Y25-34,F,EU28,,4.5 e,4.5,4.5,5.3,5.7,5.6,5.4,5.6,6.2,6.1
PC,NONE,Y25-34,F,FI,1.5,1.3,0.9,2.4,2.0,0.6,0.7,0.3,1.0,1.8,1.9
PC,NONE,Y25-34,F,FR,5.0 b,3.1,2.3,2.5,3.0,2.8,2.6,2.4,2.6,2.2,2.0
PC,NONE,Y25-34,F,HR,4.7,5.7,4.7,5.5,5.9,8.4,9.7,11.1,10.9,9.9,13.7
PC,NONE,Y25-34,F,HU,8.1,8.4,8.3,16.6,19.5,17.0,19.1,19.8,19.4,17.1,19.5
PC,NONE,Y25-34,F,IE,0.9 b,0.6,0.8,0.3,1.1,1.3,1.3,1.3,0.5,0.3,0.2
PC,NONE,Y25-34,F,IS,,,1.9,0.0,2.2,4.0,2.5,5.0,5.5,3.6,2.3
PC,NONE,Y25-34,F,IT,8.5,5.0,4.7,5.9,8.5,11.9,9.8,10.1,9.4,10.7,8.4
PC,NONE,Y25-34,F,LT,4.6,8.8,8.8,10.3,9.1,7.6,12.1,7.1,5.6,5.0,12.0
PC,NONE,Y25-34,F,LU,1.6 b,1.9,2.6,4.2,2.6,1.3,2.1,3.0,2.2,2.9,1.7
PC,NONE,Y25-34,F,LV,8.2,10.9,13.6,11.9,13.9,12.3,13.8,13.9,13.5,16.5,21.9
PC,NONE,Y25-34,F,ME,17.4,17.5,17.4,15.6,18.0,25.8,20.1,22.7,,,
PC,NONE,Y25-34,F,MK,8.8,7.9,10.9,10.9,10.9,10.0,8.4,11.3,12.8,14.8,
PC,NONE,Y25-34,F,MT,1.1,1.5,1.3,1.4,1.8,1.8,0.7,0.7,0.4,0.7,0.5
PC,NONE,Y25-34,F,NL,1.3,2.0,3.2,1.3,1.2,1.3,1.3,0.3,1.0,0.5,0.6
PC,NONE,Y25-34,F,NO,3.0,2.1,0.9,1.8,1.7,1.8,0.2,2.2,2.8,2.3,1.1
PC,NONE,Y25-34,F,PL,,7.4,8.1,8.7,8.1,9.0,8.7,10.1,10.6,11.2,13.6
PC,NONE,Y25-34,F,PT,4.4,5.4,6.2,5.3,6.5,6.1,6.8,6.2,3.2,3.4,5.4
PC,NONE,Y25-34,F,RO,14.2,16.2,16.7,16.1,17.6,16.4,19.4,22.2,23.3,23.1,24.3
PC,NONE,Y25-34,F,RS,9.1,13.6,12.2,13.8,14.1,16.8,17.1,15.9,,,
PC,NONE,Y25-34,F,SE,3.1,4.6,3.8,4.5,3.1,3.6,3.1,3.2,4.2,4.2,1.4
PC,NONE,Y25-34,F,SI,3.3,4.5,5.7,5.5,5.3,6.5,7.2,6.6,8.6,8.5,14.5
PC,NONE,Y25-34,F,SK,2.6,2.7,3.8,4.3,4.1,4.5,5.1,3.9,5.8,4.8,3.6
PC,NONE,Y25-34,F,TR,17.7,18.2,18.9,19.5,19.8,21.1,20.6,20.9,21.0,22.2,22.9
PC,NONE,Y25-34,F,UK,,,1.3,1.0 b,2.5,3.4,3.7,2.0,1.6,2.4,2.6
PC,NONE,Y25-34,F,XK,,,19.0,,,,,,,,
PC,NONE,Y25-34,M,AL,15.7,23.9,25.6,25.2,,,,,,,
PC,NONE,Y25-34,M,AT,5.1,2.1,3.1,5.8,5.2,5.5,5.6,3.0,4.0,5.8,4.4
PC,NONE,Y25-34,M,BE,1.7,1.9 b,2.2,2.3,2.4 b,1.0,0.9,0.8,0.3,1.3,1.9
PC,NONE,Y25-34,M,BG,15.3,14.2,15.8,15.4,15.6,13.8,13.2,14.4,12.6,16.2,15.7
PC,NONE,Y25-34,M,CH,2.8,2.8,2.3,3.1,1.4,1.5,0.7,2.3,2.6,1.9,0.8
PC,NONE,Y25-34,M,CY,2.7,0.8,1.5,0.8,0.7,1.0,1.1,1.6,1.2,0.2,1.4
PC,NONE,Y25-34,M,CZ,1.5,1.7,3.0,1.4,1.2,2.8,1.3,1.5,2.8,4.3,4.9
PC,NONE,Y25-34,M,DE,1.6 b,2.6,3.6,2.6,3.1,2.0,2.3,3.4,2.5,2.3,3.1
PC,NONE,Y25-34,M,DK,6.3,6.9,6.2,8.1,4.5,4.2,6.0,3.0,4.0,1.8,0.9
PC,NONE,Y25-34,M,EA,4.3,3.7 e,3.7 e,3.7 e,4.2 e,4.3 e,4.2 e,4.2 e,4.0 e,4.2 e,3.9 e
