unit,incgrp,lev_limit,tenure,geo\time,i,v,flag
PC,TOTAL,SEV,RENT_MKT,UK,2006,4.5,
PC,TOTAL,SEV,RENT_MKT,UK,2005,9.1,
PC,TOTAL,SEV,RENT_MKT,XK,2018,0.2,
PC,TOTAL,SM_SEV,OWN,AL,2020,97.2,
PC,TOTAL,SM_SEV,OWN,AL,2019,97.4,
PC,TOTAL,SM_SEV,OWN,AL,2018,97.4,
PC,TOTAL,SM_SEV,OWN,AL,2017,97.1,
PC,TOTAL,SM_SEV,OWN,AT,2021,48.2,
PC,TOTAL,SM_SEV,OWN,AT,2020,51.6,
PC,TOTAL,SM_SEV,OWN,AT,2019,50.0,
PC,TOTAL,SM_SEV,OWN,AT,2018,50.2,
PC,TOTAL,SM_SEV,OWN,AT,2017,50.8,
PC,TOTAL,SM_SEV,OWN,AT,2016,52.0,
PC,TOTAL,SM_SEV,OWN,AT,2015,52.3,
PC,TOTAL,SM_SEV,OWN,AT,2014,53.8,
PC,TOTAL,SM_SEV,OWN,AT,2013,53.2,
PC,TOTAL,SM_SEV,OWN,AT,2012,52.2,
PC,TOTAL,SM_SEV,OWN,AT,2011,47.3,
PC,TOTAL,SM_SEV,OWN,AT,2010,53.6,
PC,TOTAL,SM_SEV,OWN,AT,2009,53.7,
PC,TOTAL,SM_SEV,OWN,AT,2008,55.2,
PC,TOTAL,SM_SEV,OWN,AT,2007,55.7,
PC,TOTAL,SM_SEV,OWN,BE,2021,63.3,
PC,TOTAL,SM_SEV,OWN,BE,2020,63.2,
PC,TOTAL,SM_SEV,OWN,BE,2019,64.1,b
PC,TOTAL,SM_SEV,OWN,BE,2018,64.2,
PC,TOTAL,SM_SEV,OWN,BE,2017,64.9,
PC,TOTAL,SM_SEV,OWN,BE,2016,62.9,
PC,TOTAL,SM_SEV,OWN,BE,2015,63.6,
PC,TOTAL,SM_SEV,OWN,BE,2014,62.3,
PC,TOTAL,SM_SEV,OWN,BE,2013,65.0,
PC,TOTAL,SM_SEV,OWN,BE,2012,64.8,
PC,TOTAL,SM_SEV,OWN,BE,2011,65.9,
PC,TOTAL,SM_SEV,OWN,BE,2010,67.3,
PC,TOTAL,SM_SEV,OWN,BE,2009,66.5,
PC,TOTAL,SM_SEV,OWN,BE,2008,66.5,
PC,TOTAL,SM_SEV,OWN,BE,2007,66.9,
PC,TOTAL,SM_SEV,OWN,BE,2006,67.6,
PC,TOTAL,SM_SEV,OWN,BE,2005,66.7,
PC,TOTAL,SM_SEV,OWN,BG,2021,87.1,
PC,TOTAL,SM_SEV,OWN,BG,2020,87.7,
PC,TOTAL,SM_SEV,OWN,BG,2019,87.6,
PC,TOTAL,SM_SEV,OWN,BG,2018,86.8,
PC,TOTAL,SM_SEV,OWN,BG,2017,85.5,
PC,TOTAL,SM_SEV,OWN,BG,2016,85.7,
PC,TOTAL,SM_SEV,OWN,BG,2015,84.4,
PC,TOTAL,SM_SEV,OWN,BG,2014,88.0,
PC,TOTAL,SM_SEV,OWN,BG,2013,87.6,
PC,TOTAL,SM_SEV,OWN,BG,2012,88.8,
PC,TOTAL,SM_SEV,OWN,BG,2011,89.7,
PC,TOTAL,SM_SEV,OWN,BG,2010,89.8,
PC,TOTAL,SM_SEV,OWN,BG,2009,88.5,
PC,TOTAL,SM_SEV,OWN,BG,2008,87.1,
PC,TOTAL,SM_SEV,OWN,BG,2007,89.2,
PC,TOTAL,SM_SEV,OWN,BG,2006,87.2,
PC,TOTAL,SM_SEV,OWN,BG,2005,87.2,
PC,TOTAL,SM_SEV,OWN,CH,2020,41.0,
PC,TOTAL,SM_SEV,OWN,CH,2019,40.0,
PC,TOTAL,SM_SEV,OWN,CH,2018,43.8,
PC,TOTAL,SM_SEV,OWN,CH,2017,41.8,
PC,TOTAL,SM_SEV,OWN,CH,2016,42.4,
PC,TOTAL,SM_SEV,OWN,CH,2015,44.3,
PC,TOTAL,SM_SEV,OWN,CH,2014,42.8,
PC,TOTAL,SM_SEV,OWN,CH,2013,41.0,
PC,TOTAL,SM_SEV,OWN,CH,2012,42.1,
PC,TOTAL,SM_SEV,OWN,CH,2011,42.5,
PC,TOTAL,SM_SEV,OWN,CH,2010,44.4,
PC,TOTAL,SM_SEV,OWN,CY,2020,62.4,
PC,TOTAL,SM_SEV,OWN,CY,2019,62.5,
PC,TOTAL,SM_SEV,OWN,CY,2018,64.6,
PC,TOTAL,SM_SEV,OWN,CY,2017,64.1,
PC,TOTAL,SM_SEV,OWN,CY,2016,65.5,
PC,TOTAL,SM_SEV,OWN,CY,2015,66.2,
PC,TOTAL,SM_SEV,OWN,CY,2014,63.9,
PC,TOTAL,SM_SEV,OWN,CY,2013,66.0,
PC,TOTAL,SM_SEV,OWN,CY,2012,62.9,
PC,TOTAL,SM_SEV,OWN,CY,2011,63.5,
PC,TOTAL,SM_SEV,OWN,CY,2010,62.2,
PC,TOTAL,SM_SEV,OWN,CY,2009,62.2,
PC,TOTAL,SM_SEV,OWN,CY,2008,59.2,
PC,TOTAL,SM_SEV,OWN,CY,2007,61.6,
PC,TOTAL,SM_SEV,OWN,CZ,2021,75.8,
PC,TOTAL,SM_SEV,OWN,CZ,2020,74.9,
PC,TOTAL,SM_SEV,OWN,CZ,2019,74.7,
PC,TOTAL,SM_SEV,OWN,CZ,2018,73.7,
PC,TOTAL,SM_SEV,OWN,CZ,2017,74.5,
PC,TOTAL,SM_SEV,OWN,CZ,2016,74.1,
PC,TOTAL,SM_SEV,OWN,CZ,2015,74.9,
PC,TOTAL,SM_SEV,OWN,CZ,2014,77.3,
PC,TOTAL,SM_SEV,OWN,CZ,2013,78.1,
PC,TOTAL,SM_SEV,OWN,CZ,2012,77.1,
PC,TOTAL,SM_SEV,OWN,CZ,2011,77.1,
PC,TOTAL,SM_SEV,OWN,CZ,2010,76.1,
PC,TOTAL,SM_SEV,OWN,CZ,2009,75.1,
PC,TOTAL,SM_SEV,OWN,CZ,2008,75.1,
PC,TOTAL,SM_SEV,OWN,CZ,2007,74.2,
PC,TOTAL,SM_SEV,OWN,CZ,2006,73.6,
PC,TOTAL,SM_SEV,OWN,CZ,2005,73.1,
PC,TOTAL,SM_SEV,OWN,DE,2021,44.9,
PC,TOTAL,SM_SEV,OWN,DE,2020,43.2,b
PC,TOTAL,SM_SEV,OWN,DE,2019,44.6,
PC,TOTAL,SM_SEV,OWN,DE,2018,45.5,
PC,TOTAL,SM_SEV,OWN,DE,2017,46.3,
PC,TOTAL,SM_SEV,OWN,DE,2016,45.9,
PC,TOTAL,SM_SEV,OWN,DE,2015,45.2,
PC,TOTAL,SM_SEV,OWN,DE,2014,48.4,
PC,TOTAL,SM_SEV,OWN,DE,2013,49.2,
PC,TOTAL,SM_SEV,OWN,DE,2012,50.3,
PC,TOTAL,SM_SEV,OWN,DE,2011,50.2,
PC,TOTAL,SM_SEV,OWN,DE,2010,50.3,
PC,TOTAL,SM_SEV,OWN,DE,2005,51.4,
PC,TOTAL,SM_SEV,OWN,DK,2021,51.3,
PC,TOTAL,SM_SEV,OWN,DK,2020,53.4,
PC,TOTAL,SM_SEV,OWN,DK,2019,54.4,
PC,TOTAL,SM_SEV,OWN,DK,2018,50.9,
PC,TOTAL,SM_SEV,OWN,DK,2017,54.2,
PC,TOTAL,SM_SEV,OWN,DK,2016,53.3,
PC,TOTAL,SM_SEV,OWN,DK,2015,54.8,
PC,TOTAL,SM_SEV,OWN,DK,2014,54.8,
PC,TOTAL,SM_SEV,OWN,DK,2013,56.8,
PC,TOTAL,SM_SEV,OWN,DK,2012,59.0,
PC,TOTAL,SM_SEV,OWN,DK,2011,60.7,
PC,TOTAL,SM_SEV,OWN,DK,2010,54.3,
PC,TOTAL,SM_SEV,OWN,DK,2009,54.7,
PC,TOTAL,SM_SEV,OWN,DK,2008,52.4,
PC,TOTAL,SM_SEV,OWN,DK,2007,53.3,
PC,TOTAL,SM_SEV,OWN,DK,2006,54.0,
PC,TOTAL,SM_SEV,OWN,DK,2005,56.1,
PC,TOTAL,SM_SEV,OWN,EA,2020,68.0,
PC,TOTAL,SM_SEV,OWN,EA,2019,65.5,
PC,TOTAL,SM_SEV,OWN,EA,2018,66.3,e
PC,TOTAL,SM_SEV,OWN,EA,2017,66.4,e
PC,TOTAL,SM_SEV,OWN,EA,2016,66.7,e
PC,TOTAL,SM_SEV,OWN,EA,2015,67.1,e
PC,TOTAL,SM_SEV,OWN,EA,2014,64.8,e
PC,TOTAL,SM_SEV,OWN,EA,2013,65.7,e
PC,TOTAL,SM_SEV,OWN,EA,2012,66.5,e
PC,TOTAL,SM_SEV,OWN,EA,2011,66.2,e
PC,TOTAL,SM_SEV,OWN,EA,2010,65.5,e
PC,TOTAL,SM_SEV,OWN,EA,2009,72.8,e
PC,TOTAL,SM_SEV,OWN,EA,2008,71.7,e
PC,TOTAL,SM_SEV,OWN,EA,2007,71.3,e
PC,TOTAL,SM_SEV,OWN,EA,2005,60.4,e
PC,TOTAL,SM_SEV,OWN,EA18,2020,67.7,
PC,TOTAL,SM_SEV,OWN,EA18,2019,65.2,
PC,TOTAL,SM_SEV,OWN,EA18,2018,66.0,
PC,TOTAL,SM_SEV,OWN,EA18,2017,66.1,
PC,TOTAL,SM_SEV,OWN,EA18,2016,66.4,
PC,TOTAL,SM_SEV,OWN,EA18,2015,66.8,
PC,TOTAL,SM_SEV,OWN,EA18,2014,64.8,
PC,TOTAL,SM_SEV,OWN,EA18,2013,65.8,
PC,TOTAL,SM_SEV,OWN,EA18,2012,66.6,
PC,TOTAL,SM_SEV,OWN,EA18,2011,66.4,
PC,TOTAL,SM_SEV,OWN,EA18,2010,65.8,
PC,TOTAL,SM_SEV,OWN,EA18,2009,73.0,e
PC,TOTAL,SM_SEV,OWN,EA18,2008,72.6,e
PC,TOTAL,SM_SEV,OWN,EA18,2007,72.1,e
PC,TOTAL,SM_SEV,OWN,EA18,2005,61.1,e
PC,TOTAL,SM_SEV,OWN,EA19,2020,68.0,
PC,TOTAL,SM_SEV,OWN,EA19,2019,65.5,
PC,TOTAL,SM_SEV,OWN,EA19,2018,66.3,
PC,TOTAL,SM_SEV,OWN,EA19,2017,66.4,
PC,TOTAL,SM_SEV,OWN,EA19,2016,66.7,
PC,TOTAL,SM_SEV,OWN,EA19,2015,67.1,
PC,TOTAL,SM_SEV,OWN,EA19,2014,65.0,
PC,TOTAL,SM_SEV,OWN,EA19,2013,66.1,
PC,TOTAL,SM_SEV,OWN,EA19,2012,66.8,
PC,TOTAL,SM_SEV,OWN,EA19,2011,66.6,
PC,TOTAL,SM_SEV,OWN,EA19,2010,66.0,
PC,TOTAL,SM_SEV,OWN,EA19,2009,73.2,e
PC,TOTAL,SM_SEV,OWN,EA19,2008,72.9,e
PC,TOTAL,SM_SEV,OWN,EA19,2007,72.5,e
PC,TOTAL,SM_SEV,OWN,EA19,2005,61.5,e
PC,TOTAL,SM_SEV,OWN,EE,2021,80.4,
PC,TOTAL,SM_SEV,OWN,EE,2020,81.3,
PC,TOTAL,SM_SEV,OWN,EE,2019,80.6,
PC,TOTAL,SM_SEV,OWN,EE,2018,80.0,
PC,TOTAL,SM_SEV,OWN,EE,2017,81.5,
PC,TOTAL,SM_SEV,OWN,EE,2016,80.5,
PC,TOTAL,SM_SEV,OWN,EE,2015,80.5,
PC,TOTAL,SM_SEV,OWN,EE,2014,80.3,
PC,TOTAL,SM_SEV,OWN,EE,2013,80.9,
PC,TOTAL,SM_SEV,OWN,EE,2012,82.9,
PC,TOTAL,SM_SEV,OWN,EE,2011,83.9,
PC,TOTAL,SM_SEV,OWN,EE,2010,85.7,
PC,TOTAL,SM_SEV,OWN,EE,2009,85.4,
PC,TOTAL,SM_SEV,OWN,EE,2008,87.7,
PC,TOTAL,SM_SEV,OWN,EE,2007,86.8,
PC,TOTAL,SM_SEV,OWN,EE,2006,87.6,
PC,TOTAL,SM_SEV,OWN,EL,2020,84.7,
PC,TOTAL,SM_SEV,OWN,EL,2019,84.1,
PC,TOTAL,SM_SEV,OWN,EL,2018,84.0,
PC,TOTAL,SM_SEV,OWN,EL,2017,82.9,
PC,TOTAL,SM_SEV,OWN,EL,2016,82.8,
PC,TOTAL,SM_SEV,OWN,EL,2015,84.9,
PC,TOTAL,SM_SEV,OWN,EL,2014,83.4,
PC,TOTAL,SM_SEV,OWN,EL,2013,85.7,
PC,TOTAL,SM_SEV,OWN,EL,2012,85.6,
PC,TOTAL,SM_SEV,OWN,EL,2011,83.8,
PC,TOTAL,SM_SEV,OWN,EL,2010,84.8,
PC,TOTAL,SM_SEV,OWN,EL,2009,84.4,
PC,TOTAL,SM_SEV,OWN,EL,2008,83.1,
PC,TOTAL,SM_SEV,OWN,EL,2007,82.3,
PC,TOTAL,SM_SEV,OWN,ES,2021,79.2,
PC,TOTAL,SM_SEV,OWN,ES,2020,78.1,
PC,TOTAL,SM_SEV,OWN,ES,2019,82.4,
PC,TOTAL,SM_SEV,OWN,ES,2018,81.4,
PC,TOTAL,SM_SEV,OWN,ES,2017,81.5,
PC,TOTAL,SM_SEV,OWN,ES,2016,83.4,
PC,TOTAL,SM_SEV,OWN,ES,2015,82.6,
PC,TOTAL,SM_SEV,OWN,ES,2014,81.6,
PC,TOTAL,SM_SEV,OWN,ES,2013,82.8,
PC,TOTAL,SM_SEV,OWN,ES,2012,84.7,
PC,TOTAL,SM_SEV,OWN,ES,2011,85.5,
PC,TOTAL,SM_SEV,OWN,ES,2010,84.6,
PC,TOTAL,SM_SEV,OWN,ES,2009,83.9,
PC,TOTAL,SM_SEV,OWN,ES,2008,83.2,
PC,TOTAL,SM_SEV,OWN,ES,2007,82.0,
PC,TOTAL,SM_SEV,OWN,EU,2019,68.2,e
PC,TOTAL,SM_SEV,OWN,EU,2018,68.5,
PC,TOTAL,SM_SEV,OWN,EU,2017,68.8,
PC,TOTAL,SM_SEV,OWN,EU,2016,69.0,
PC,TOTAL,SM_SEV,OWN,EU,2015,69.3,
PC,TOTAL,SM_SEV,OWN,EU,2014,68.0,
PC,TOTAL,SM_SEV,OWN,EU,2013,68.7,
PC,TOTAL,SM_SEV,OWN,EU,2012,69.3,
PC,TOTAL,SM_SEV,OWN,EU,2011,69.4,
PC,TOTAL,SM_SEV,OWN,EU,2010,69.0,
PC,TOTAL,SM_SEV,OWN,EU,2009,72.9,
PC,TOTAL,SM_SEV,OWN,EU,2008,72.7,
PC,TOTAL,SM_SEV,OWN,EU,2007,72.0,
PC,TOTAL,SM_SEV,OWN,EU,2005,63.2,
PC,TOTAL,SM_SEV,OWN,EU27_2007,2019,67.9,e
PC,TOTAL,SM_SEV,OWN,EU27_2007,2018,68.3,
PC,TOTAL,SM_SEV,OWN,EU27_2007,2017,68.5,
PC,TOTAL,SM_SEV,OWN,EU27_2007,2016,68.7,
PC,TOTAL,SM_SEV,OWN,EU27_2007,2015,69.0,
PC,TOTAL,SM_SEV,OWN,EU27_2007,2014,67.8,
PC,TOTAL,SM_SEV,OWN,EU27_2007,2013,68.4,
PC,TOTAL,SM_SEV,OWN,EU27_2007,2012,69.1,
PC,TOTAL,SM_SEV,OWN,EU27_2007,2011,69.2,
PC,TOTAL,SM_SEV,OWN,EU27_2007,2010,68.8,
PC,TOTAL,SM_SEV,OWN,EU27_2007,2009,72.9,e
PC,TOTAL,SM_SEV,OWN,EU27_2007,2008,72.7,e
PC,TOTAL,SM_SEV,OWN,EU27_2007,2007,72.0,e
PC,TOTAL,SM_SEV,OWN,EU27_2020,2020,71.7,
PC,TOTAL,SM_SEV,OWN,EU27_2020,2019,69.5,e
PC,TOTAL,SM_SEV,OWN,EU27_2020,2018,69.9,e
PC,TOTAL,SM_SEV,OWN,EU27_2020,2017,70.2,e
PC,TOTAL,SM_SEV,OWN,EU27_2020,2016,70.4,e
PC,TOTAL,SM_SEV,OWN,EU27_2020,2015,70.6,e
PC,TOTAL,SM_SEV,OWN,EU27_2020,2014,68.8,e
PC,TOTAL,SM_SEV,OWN,EU27_2020,2013,69.7,e
PC,TOTAL,SM_SEV,OWN,EU27_2020,2012,70.3,e
PC,TOTAL,SM_SEV,OWN,EU27_2020,2011,70.3,e
PC,TOTAL,SM_SEV,OWN,EU27_2020,2010,69.9,e
PC,TOTAL,SM_SEV,OWN,EU28,2019,68.2,e
PC,TOTAL,SM_SEV,OWN,EU28,2018,68.5,
PC,TOTAL,SM_SEV,OWN,EU28,2017,68.8,
PC,TOTAL,SM_SEV,OWN,EU28,2016,69.0,
PC,TOTAL,SM_SEV,OWN,EU28,2015,69.3,
PC,TOTAL,SM_SEV,OWN,EU28,2014,68.0,
PC,TOTAL,SM_SEV,OWN,EU28,2013,68.7,
PC,TOTAL,SM_SEV,OWN,EU28,2012,69.3,
PC,TOTAL,SM_SEV,OWN,EU28,2011,69.4,
PC,TOTAL,SM_SEV,OWN,EU28,2010,69.0,
PC,TOTAL,SM_SEV,OWN,FI,2021,67.9,
PC,TOTAL,SM_SEV,OWN,FI,2020,67.3,
PC,TOTAL,SM_SEV,OWN,FI,2019,67.9,
PC,TOTAL,SM_SEV,OWN,FI,2018,69.4,
PC,TOTAL,SM_SEV,OWN,FI,2017,69.0,
PC,TOTAL,SM_SEV,OWN,FI,2016,68.9,
PC,TOTAL,SM_SEV,OWN,FI,2015,68.9,
PC,TOTAL,SM_SEV,OWN,FI,2014,69.6,
PC,TOTAL,SM_SEV,OWN,FI,2013,71.6,
PC,TOTAL,SM_SEV,OWN,FI,2012,72.6,
PC,TOTAL,SM_SEV,OWN,FI,2011,72.5,
PC,TOTAL,SM_SEV,OWN,FI,2010,72.8,
PC,TOTAL,SM_SEV,OWN,FI,2009,71.9,
PC,TOTAL,SM_SEV,OWN,FI,2008,72.3,
PC,TOTAL,SM_SEV,OWN,FI,2007,71.2,
PC,TOTAL,SM_SEV,OWN,FI,2006,72.9,
PC,TOTAL,SM_SEV,OWN,FI,2005,71.3,
PC,TOTAL,SM_SEV,OWN,FR,2020,63.1,b
PC,TOTAL,SM_SEV,OWN,FR,2019,63.9,
PC,TOTAL,SM_SEV,OWN,FR,2018,64.5,
PC,TOTAL,SM_SEV,OWN,FR,2017,65.4,
PC,TOTAL,SM_SEV,OWN,FR,2016,65.8,
PC,TOTAL,SM_SEV,OWN,FR,2015,64.9,
PC,TOTAL,SM_SEV,OWN,FR,2014,64.6,
PC,TOTAL,SM_SEV,OWN,FR,2013,65.0,
PC,TOTAL,SM_SEV,OWN,FR,2012,65.7,
PC,TOTAL,SM_SEV,OWN,FR,2011,66.0,
PC,TOTAL,SM_SEV,OWN,FR,2010,63.6,
PC,TOTAL,SM_SEV,OWN,FR,2009,65.3,
PC,TOTAL,SM_SEV,OWN,FR,2008,65.2,
PC,TOTAL,SM_SEV,OWN,FR,2007,63.2,
PC,TOTAL,SM_SEV,OWN,FR,2006,64.7,
PC,TOTAL,SM_SEV,OWN,FR,2005,64.5,
PC,TOTAL,SM_SEV,OWN,HR,2021,93.6,
PC,TOTAL,SM_SEV,OWN,HR,2020,93.9,
PC,TOTAL,SM_SEV,OWN,HR,2019,93.1,
PC,TOTAL,SM_SEV,OWN,HR,2018,93.5,
PC,TOTAL,SM_SEV,OWN,HR,2017,93.7,
PC,TOTAL,SM_SEV,OWN,HR,2016,93.7,
PC,TOTAL,SM_SEV,OWN,HR,2015,93.8,
PC,TOTAL,SM_SEV,OWN,HR,2014,93.8,
PC,TOTAL,SM_SEV,OWN,HR,2013,93.0,
PC,TOTAL,SM_SEV,OWN,HR,2012,93.9,
PC,TOTAL,SM_SEV,OWN,HR,2011,95.3,
PC,TOTAL,SM_SEV,OWN,HR,2010,94.3,
PC,TOTAL,SM_SEV,OWN,HU,2020,93.4,
PC,TOTAL,SM_SEV,OWN,HU,2019,93.3,
PC,TOTAL,SM_SEV,OWN,HU,2018,87.5,
PC,TOTAL,SM_SEV,OWN,HU,2017,87.7,
PC,TOTAL,SM_SEV,OWN,HU,2016,89.0,
PC,TOTAL,SM_SEV,OWN,HU,2015,88.8,
PC,TOTAL,SM_SEV,OWN,HU,2014,90.4,
PC,TOTAL,SM_SEV,OWN,HU,2013,90.0,
PC,TOTAL,SM_SEV,OWN,HU,2012,90.8,
PC,TOTAL,SM_SEV,OWN,HU,2011,90.9,
PC,TOTAL,SM_SEV,OWN,HU,2010,91.0,
PC,TOTAL,SM_SEV,OWN,HU,2009,91.2,
PC,TOTAL,SM_SEV,OWN,HU,2008,90.4,
PC,TOTAL,SM_SEV,OWN,HU,2007,89.7,
PC,TOTAL,SM_SEV,OWN,HU,2006,88.6,
PC,TOTAL,SM_SEV,OWN,HU,2005,89.0,
PC,TOTAL,SM_SEV,OWN,IE,2021,65.0,
PC,TOTAL,SM_SEV,OWN,IE,2020,68.1,b
PC,TOTAL,SM_SEV,OWN,IE,2019,70.1,
PC,TOTAL,SM_SEV,OWN,IE,2018,72.2,
PC,TOTAL,SM_SEV,OWN,IE,2017,68.7,
PC,TOTAL,SM_SEV,OWN,IE,2016,71.3,
PC,TOTAL,SM_SEV,OWN,IE,2015,70.3,
PC,TOTAL,SM_SEV,OWN,IE,2014,71.7,
PC,TOTAL,SM_SEV,OWN,IE,2013,73.9,
PC,TOTAL,SM_SEV,OWN,IE,2012,71.2,
PC,TOTAL,SM_SEV,OWN,IE,2011,71.4,
PC,TOTAL,SM_SEV,OWN,IE,2010,72.9,
PC,TOTAL,SM_SEV,OWN,IE,2009,75.2,
PC,TOTAL,SM_SEV,OWN,IE,2008,77.5,
PC,TOTAL,SM_SEV,OWN,IE,2007,78.0,
PC,TOTAL,SM_SEV,OWN,IE,2006,77.1,
PC,TOTAL,SM_SEV,OWN,IE,2005,78.1,
PC,TOTAL,SM_SEV,OWN,IS,2018,77.6,
PC,TOTAL,SM_SEV,OWN,IS,2017,75.0,
PC,TOTAL,SM_SEV,OWN,IS,2016,74.5,
PC,TOTAL,SM_SEV,OWN,IS,2015,70.9,
PC,TOTAL,SM_SEV,OWN,IS,2014,75.9,
PC,TOTAL,SM_SEV,OWN,IS,2013,74.7,
PC,TOTAL,SM_SEV,OWN,IS,2012,73.8,
PC,TOTAL,SM_SEV,OWN,IS,2011,75.5,
PC,TOTAL,SM_SEV,OWN,IS,2010,76.2,
PC,TOTAL,SM_SEV,OWN,IS,2009,79.2,
PC,TOTAL,SM_SEV,OWN,IS,2008,77.9,
PC,TOTAL,SM_SEV,OWN,IS,2007,80.3,
PC,TOTAL,SM_SEV,OWN,IS,2006,81.5,
PC,TOTAL,SM_SEV,OWN,IS,2005,83.5,
PC,TOTAL,SM_SEV,OWN,IT,2021,78.7,p
PC,TOTAL,SM_SEV,OWN,IT,2020,80.6,
PC,TOTAL,SM_SEV,OWN,IT,2019,79.2,
PC,TOTAL,SM_SEV,OWN,IT,2018,79.7,
PC,TOTAL,SM_SEV,OWN,IT,2017,79.7,
PC,TOTAL,SM_SEV,OWN,IT,2016,78.0,
PC,TOTAL,SM_SEV,OWN,IT,2015,77.4,
PC,TOTAL,SM_SEV,OWN,IT,2014,76.2,
PC,TOTAL,SM_SEV,OWN,IT,2013,76.3,
PC,TOTAL,SM_SEV,OWN,IT,2012,78.4,
PC,TOTAL,SM_SEV,OWN,IT,2011,76.9,
PC,TOTAL,SM_SEV,OWN,IT,2010,77.3,
PC,TOTAL,SM_SEV,OWN,IT,2009,76.5,
PC,TOTAL,SM_SEV,OWN,IT,2008,76.5,
PC,TOTAL,SM_SEV,OWN,IT,2007,76.1,
PC,TOTAL,SM_SEV,OWN,IT,2006,75.5,
PC,TOTAL,SM_SEV,OWN,IT,2005,75.7,
PC,TOTAL,SM_SEV,OWN,LT,2020,91.7,
PC,TOTAL,SM_SEV,OWN,LT,2019,91.8,
PC,TOTAL,SM_SEV,OWN,LT,2018,90.8,
PC,TOTAL,SM_SEV,OWN,LT,2017,92.4,
PC,TOTAL,SM_SEV,OWN,LT,2016,93.4,
PC,TOTAL,SM_SEV,OWN,LT,2015,92.2,
PC,TOTAL,SM_SEV,OWN,LT,2014,93.7,
PC,TOTAL,SM_SEV,OWN,LT,2013,94.7,
PC,TOTAL,SM_SEV,OWN,LT,2012,94.4,
PC,TOTAL,SM_SEV,OWN,LT,2011,94.2,
PC,TOTAL,SM_SEV,OWN,LT,2010,95.9,
PC,TOTAL,SM_SEV,OWN,LT,2009,93.1,
PC,TOTAL,SM_SEV,OWN,LT,2008,94.6,
PC,TOTAL,SM_SEV,OWN,LT,2007,94.1,
PC,TOTAL,SM_SEV,OWN,LT,2006,95.4,
PC,TOTAL,SM_SEV,OWN,LT,2005,92.2,
PC,TOTAL,SM_SEV,OWN,LU,2020,67.3,b
PC,TOTAL,SM_SEV,OWN,LU,2019,70.6,
PC,TOTAL,SM_SEV,OWN,LU,2018,70.9,
PC,TOTAL,SM_SEV,OWN,LU,2017,74.2,
PC,TOTAL,SM_SEV,OWN,LU,2016,72.3,
PC,TOTAL,SM_SEV,OWN,LU,2015,71.7,
PC,TOTAL,SM_SEV,OWN,LU,2014,72.2,
PC,TOTAL,SM_SEV,OWN,LU,2013,71.3,
PC,TOTAL,SM_SEV,OWN,LU,2012,70.1,
PC,TOTAL,SM_SEV,OWN,LU,2011,67.9,
PC,TOTAL,SM_SEV,OWN,LU,2010,67.2,
PC,TOTAL,SM_SEV,OWN,LU,2009,72.8,
PC,TOTAL,SM_SEV,OWN,LU,2008,75.4,
PC,TOTAL,SM_SEV,OWN,LU,2007,74.1,
PC,TOTAL,SM_SEV,OWN,LV,2021,82.5,
PC,TOTAL,SM_SEV,OWN,LV,2020,80.8,
PC,TOTAL,SM_SEV,OWN,LV,2019,81.2,
PC,TOTAL,SM_SEV,OWN,LV,2018,82.5,
PC,TOTAL,SM_SEV,OWN,LV,2017,83.0,
PC,TOTAL,SM_SEV,OWN,LV,2016,82.8,
PC,TOTAL,SM_SEV,OWN,LV,2015,81.6,
PC,TOTAL,SM_SEV,OWN,LV,2014,82.6,
PC,TOTAL,SM_SEV,OWN,LV,2013,82.2,
PC,TOTAL,SM_SEV,OWN,LV,2012,81.0,
PC,TOTAL,SM_SEV,OWN,LV,2011,83.3,
PC,TOTAL,SM_SEV,OWN,LV,2010,84.1,
PC,TOTAL,SM_SEV,OWN,LV,2009,86.9,
PC,TOTAL,SM_SEV,OWN,LV,2008,85.1,
PC,TOTAL,SM_SEV,OWN,LV,2007,85.9,
PC,TOTAL,SM_SEV,OWN,ME,2020,93.3,
PC,TOTAL,SM_SEV,OWN,ME,2019,94.5,
PC,TOTAL,SM_SEV,OWN,ME,2018,90.5,
PC,TOTAL,SM_SEV,OWN,ME,2017,93.0,
PC,TOTAL,SM_SEV,OWN,ME,2016,93.4,
PC,TOTAL,SM_SEV,OWN,ME,2015,92.6,
PC,TOTAL,SM_SEV,OWN,ME,2014,93.4,
PC,TOTAL,SM_SEV,OWN,ME,2013,92.4,
PC,TOTAL,SM_SEV,OWN,MK,2020,86.9,
PC,TOTAL,SM_SEV,OWN,MK,2019,88.7,
PC,TOTAL,SM_SEV,OWN,MK,2018,88.5,
PC,TOTAL,SM_SEV,OWN,MK,2017,89.9,
PC,TOTAL,SM_SEV,OWN,MK,2016,91.7,
PC,TOTAL,SM_SEV,OWN,MK,2015,92.8,
PC,TOTAL,SM_SEV,OWN,MK,2014,91.6,
PC,TOTAL,SM_SEV,OWN,MK,2013,90.9,
PC,TOTAL,SM_SEV,OWN,MK,2012,92.4,
PC,TOTAL,SM_SEV,OWN,MK,2011,90.2,
PC,TOTAL,SM_SEV,OWN,MT,2020,77.2,
PC,TOTAL,SM_SEV,OWN,MT,2019,68.2,
PC,TOTAL,SM_SEV,OWN,MT,2018,70.9,
PC,TOTAL,SM_SEV,OWN,MT,2017,68.1,
PC,TOTAL,SM_SEV,OWN,MT,2016,68.9,
PC,TOTAL,SM_SEV,OWN,MT,2015,67.2,
