unit,hlth_pb,worktime,age,sex,time\geo,i,v,flag
THS,PB1070,PT,Y55-64,M,2011,IT,20.383,
THS,PB1070,PT,Y55-64,M,2011,HU,5.91,
THS,PB1070,PT,Y55-64,M,2011,NL,43.043,
THS,PB1070,PT,Y55-64,M,2011,AT,12.098,u
THS,PB1070,PT,Y55-64,M,2011,PL,37.902,
THS,PB1070,PT,Y55-64,M,2011,PT,20.289,
THS,PB1070,PT,Y55-64,M,2011,RO,35.515,
THS,PB1070,PT,Y55-64,M,2011,SI,2.564,u
THS,PB1070,PT,Y55-64,M,2011,FI,13.236,
THS,PB1070,PT,Y55-64,M,2011,SE,23.161,
THS,PB1070,PT,Y55-64,M,2011,CH,15.34,
THS,PB1070,PT,Y55-64,M,2011,UK,82.793,
THS,PB1070,PT,Y55-64,M,2011,TR,82.33,
THS,PB1070,PT,Y55-64,T,2011,EU28,1345.649,
THS,PB1070,PT,Y55-64,T,2011,BE,30.616,
THS,PB1070,PT,Y55-64,T,2011,CZ,20,
THS,PB1070,PT,Y55-64,T,2011,DK,26.122,
THS,PB1070,PT,Y55-64,T,2011,DE,242.397,
THS,PB1070,PT,Y55-64,T,2011,EE,3.734,u
THS,PB1070,PT,Y55-64,T,2011,IE,6.09,
THS,PB1070,PT,Y55-64,T,2011,EL,5.95,u
THS,PB1070,PT,Y55-64,T,2011,ES,47.205,
THS,PB1070,PT,Y55-64,T,2011,FR,182.399,
THS,PB1070,PT,Y55-64,T,2011,HR,12.945,u
THS,PB1070,PT,Y55-64,T,2011,IT,48.409,
THS,PB1070,PT,Y55-64,T,2011,CY,1.571,
THS,PB1070,PT,Y55-64,T,2011,LT,5.525,u
THS,PB1070,PT,Y55-64,T,2011,LU,1.09,u
THS,PB1070,PT,Y55-64,T,2011,HU,18.053,
THS,PB1070,PT,Y55-64,T,2011,NL,100.52,
THS,PB1070,PT,Y55-64,T,2011,AT,30.159,
THS,PB1070,PT,Y55-64,T,2011,PL,76.336,
THS,PB1070,PT,Y55-64,T,2011,PT,62.591,
THS,PB1070,PT,Y55-64,T,2011,RO,80.722,
THS,PB1070,PT,Y55-64,T,2011,SI,7.483,u
THS,PB1070,PT,Y55-64,T,2011,SK,4.286,u
THS,PB1070,PT,Y55-64,T,2011,FI,35.103,
THS,PB1070,PT,Y55-64,T,2011,SE,78.154,
THS,PB1070,PT,Y55-64,T,2011,IS,1.664,
THS,PB1070,PT,Y55-64,T,2011,CH,61.668,
THS,PB1070,PT,Y55-64,T,2011,UK,211.322,
THS,PB1070,PT,Y55-64,T,2011,TR,199.156,
THS,PB1070,TOTAL,TOTAL,F,2011,EU28,6817.209,
THS,PB1070,TOTAL,TOTAL,F,2011,BE,160.41,
THS,PB1070,TOTAL,TOTAL,F,2011,BG,34.585,
THS,PB1070,TOTAL,TOTAL,F,2011,CZ,118.337,
THS,PB1070,TOTAL,TOTAL,F,2011,DK,143.595,
THS,PB1070,TOTAL,TOTAL,F,2011,DE,830.412,
THS,PB1070,TOTAL,TOTAL,F,2011,EE,25.299,
THS,PB1070,TOTAL,TOTAL,F,2011,IE,22.011,
THS,PB1070,TOTAL,TOTAL,F,2011,EL,55.563,
THS,PB1070,TOTAL,TOTAL,F,2011,ES,456.351,
THS,PB1070,TOTAL,TOTAL,F,2011,FR,1330.403,
THS,PB1070,TOTAL,TOTAL,F,2011,HR,41.651,
THS,PB1070,TOTAL,TOTAL,F,2011,IT,438.03,
THS,PB1070,TOTAL,TOTAL,F,2011,CY,11.063,
THS,PB1070,TOTAL,TOTAL,F,2011,LV,41.547,
THS,PB1070,TOTAL,TOTAL,F,2011,LT,46.357,
THS,PB1070,TOTAL,TOTAL,F,2011,LU,12.863,
THS,PB1070,TOTAL,TOTAL,F,2011,HU,75.823,
THS,PB1070,TOTAL,TOTAL,F,2011,MT,4.048,
THS,PB1070,TOTAL,TOTAL,F,2011,NL,320.164,
THS,PB1070,TOTAL,TOTAL,F,2011,AT,193.995,
THS,PB1070,TOTAL,TOTAL,F,2011,PL,347.463,
THS,PB1070,TOTAL,TOTAL,F,2011,PT,328.278,
THS,PB1070,TOTAL,TOTAL,F,2011,RO,218.809,
THS,PB1070,TOTAL,TOTAL,F,2011,SI,66.713,
THS,PB1070,TOTAL,TOTAL,F,2011,SK,65.427,
THS,PB1070,TOTAL,TOTAL,F,2011,FI,174.474,
THS,PB1070,TOTAL,TOTAL,F,2011,SE,306.898,
THS,PB1070,TOTAL,TOTAL,F,2011,IS,19.086,
THS,PB1070,TOTAL,TOTAL,F,2011,CH,278.924,
THS,PB1070,TOTAL,TOTAL,F,2011,UK,946.642,
THS,PB1070,TOTAL,TOTAL,F,2011,TR,1278.253,
THS,PB1070,TOTAL,TOTAL,M,2011,EU28,6448.816,
THS,PB1070,TOTAL,TOTAL,M,2011,BE,146.708,
THS,PB1070,TOTAL,TOTAL,M,2011,BG,34.779,
THS,PB1070,TOTAL,TOTAL,M,2011,CZ,122.808,
THS,PB1070,TOTAL,TOTAL,M,2011,DK,109.018,
THS,PB1070,TOTAL,TOTAL,M,2011,DE,858.212,
THS,PB1070,TOTAL,TOTAL,M,2011,EE,17.978,
THS,PB1070,TOTAL,TOTAL,M,2011,IE,24.834,
THS,PB1070,TOTAL,TOTAL,M,2011,EL,74.509,
THS,PB1070,TOTAL,TOTAL,M,2011,ES,453.358,
THS,PB1070,TOTAL,TOTAL,M,2011,FR,1166.531,
THS,PB1070,TOTAL,TOTAL,M,2011,HR,56.692,
THS,PB1070,TOTAL,TOTAL,M,2011,IT,504.498,
THS,PB1070,TOTAL,TOTAL,M,2011,CY,13.704,
THS,PB1070,TOTAL,TOTAL,M,2011,LV,23.762,
THS,PB1070,TOTAL,TOTAL,M,2011,LT,32.635,
THS,PB1070,TOTAL,TOTAL,M,2011,LU,10.501,
THS,PB1070,TOTAL,TOTAL,M,2011,HU,61.52,
THS,PB1070,TOTAL,TOTAL,M,2011,MT,4.828,
THS,PB1070,TOTAL,TOTAL,M,2011,NL,249.163,
THS,PB1070,TOTAL,TOTAL,M,2011,AT,229.045,
THS,PB1070,TOTAL,TOTAL,M,2011,PL,426.504,
THS,PB1070,TOTAL,TOTAL,M,2011,PT,248.111,
THS,PB1070,TOTAL,TOTAL,M,2011,RO,186.429,
THS,PB1070,TOTAL,TOTAL,M,2011,SI,71.903,
THS,PB1070,TOTAL,TOTAL,M,2011,SK,65.338,
THS,PB1070,TOTAL,TOTAL,M,2011,FI,139.224,
THS,PB1070,TOTAL,TOTAL,M,2011,SE,225.026,
THS,PB1070,TOTAL,TOTAL,M,2011,IS,13.977,
THS,PB1070,TOTAL,TOTAL,M,2011,CH,266.081,
THS,PB1070,TOTAL,TOTAL,M,2011,UK,891.197,
THS,PB1070,TOTAL,TOTAL,M,2011,TR,1989.582,
THS,PB1070,TOTAL,TOTAL,T,2011,EU28,13266.026,
THS,PB1070,TOTAL,TOTAL,T,2011,BE,307.119,
THS,PB1070,TOTAL,TOTAL,T,2011,BG,69.364,
THS,PB1070,TOTAL,TOTAL,T,2011,CZ,241.145,
THS,PB1070,TOTAL,TOTAL,T,2011,DK,252.613,
THS,PB1070,TOTAL,TOTAL,T,2011,DE,1688.624,
THS,PB1070,TOTAL,TOTAL,T,2011,EE,43.277,
THS,PB1070,TOTAL,TOTAL,T,2011,IE,46.844,
THS,PB1070,TOTAL,TOTAL,T,2011,EL,130.072,
THS,PB1070,TOTAL,TOTAL,T,2011,ES,909.709,
THS,PB1070,TOTAL,TOTAL,T,2011,FR,2496.934,
THS,PB1070,TOTAL,TOTAL,T,2011,HR,98.343,
THS,PB1070,TOTAL,TOTAL,T,2011,IT,942.529,
THS,PB1070,TOTAL,TOTAL,T,2011,CY,24.767,
THS,PB1070,TOTAL,TOTAL,T,2011,LV,65.309,
THS,PB1070,TOTAL,TOTAL,T,2011,LT,78.992,
THS,PB1070,TOTAL,TOTAL,T,2011,LU,23.364,
THS,PB1070,TOTAL,TOTAL,T,2011,HU,137.343,
THS,PB1070,TOTAL,TOTAL,T,2011,MT,8.876,
THS,PB1070,TOTAL,TOTAL,T,2011,NL,569.327,
THS,PB1070,TOTAL,TOTAL,T,2011,AT,423.04,
THS,PB1070,TOTAL,TOTAL,T,2011,PL,773.967,
THS,PB1070,TOTAL,TOTAL,T,2011,PT,576.388,
THS,PB1070,TOTAL,TOTAL,T,2011,RO,405.238,
THS,PB1070,TOTAL,TOTAL,T,2011,SI,138.615,
THS,PB1070,TOTAL,TOTAL,T,2011,SK,130.765,
THS,PB1070,TOTAL,TOTAL,T,2011,FI,313.698,
THS,PB1070,TOTAL,TOTAL,T,2011,SE,531.924,
THS,PB1070,TOTAL,TOTAL,T,2011,IS,33.064,
THS,PB1070,TOTAL,TOTAL,T,2011,CH,545.005,
THS,PB1070,TOTAL,TOTAL,T,2011,UK,1837.839,
THS,PB1070,TOTAL,TOTAL,T,2011,TR,3267.834,
THS,PB1070,TOTAL,Y15-24,F,2011,EU28,299.871,
THS,PB1070,TOTAL,Y15-24,F,2011,BE,3.72,u
THS,PB1070,TOTAL,Y15-24,F,2011,CZ,2.29,u
THS,PB1070,TOTAL,Y15-24,F,2011,DK,12.748,
THS,PB1070,TOTAL,Y15-24,F,2011,IE,1.003,
THS,PB1070,TOTAL,Y15-24,F,2011,ES,10.381,
THS,PB1070,TOTAL,Y15-24,F,2011,FR,64.899,u
THS,PB1070,TOTAL,Y15-24,F,2011,NL,22.967,u
THS,PB1070,TOTAL,Y15-24,F,2011,AT,10.892,u
THS,PB1070,TOTAL,Y15-24,F,2011,PL,5.071,u
THS,PB1070,TOTAL,Y15-24,F,2011,SI,1.548,u
THS,PB1070,TOTAL,Y15-24,F,2011,FI,9.268,
THS,PB1070,TOTAL,Y15-24,F,2011,SE,23.567,
THS,PB1070,TOTAL,Y15-24,F,2011,IS,3.85,
THS,PB1070,TOTAL,Y15-24,F,2011,CH,34.43,
THS,PB1070,TOTAL,Y15-24,F,2011,UK,82.701,
THS,PB1070,TOTAL,Y15-24,F,2011,TR,51.09,
THS,PB1070,TOTAL,Y15-24,M,2011,EU28,254.155,
THS,PB1070,TOTAL,Y15-24,M,2011,BE,4.906,u
THS,PB1070,TOTAL,Y15-24,M,2011,CZ,4.159,u
THS,PB1070,TOTAL,Y15-24,M,2011,DK,8.042,
THS,PB1070,TOTAL,Y15-24,M,2011,ES,8.46,
THS,PB1070,TOTAL,Y15-24,M,2011,IT,6.288,u
THS,PB1070,TOTAL,Y15-24,M,2011,CY,0.631,u
THS,PB1070,TOTAL,Y15-24,M,2011,NL,18.04,u
THS,PB1070,TOTAL,Y15-24,M,2011,AT,11.186,u
THS,PB1070,TOTAL,Y15-24,M,2011,PL,12.622,u
THS,PB1070,TOTAL,Y15-24,M,2011,SI,2.363,u
THS,PB1070,TOTAL,Y15-24,M,2011,FI,7.84,
THS,PB1070,TOTAL,Y15-24,M,2011,SE,11.987,
THS,PB1070,TOTAL,Y15-24,M,2011,IS,2.084,
THS,PB1070,TOTAL,Y15-24,M,2011,CH,29.755,
THS,PB1070,TOTAL,Y15-24,M,2011,UK,58.289,
THS,PB1070,TOTAL,Y15-24,M,2011,TR,108.118,
THS,PB1070,TOTAL,Y15-24,T,2011,EU28,554.027,
THS,PB1070,TOTAL,Y15-24,T,2011,BE,8.626,u
THS,PB1070,TOTAL,Y15-24,T,2011,CZ,6.449,
THS,PB1070,TOTAL,Y15-24,T,2011,DK,20.791,
THS,PB1070,TOTAL,Y15-24,T,2011,DE,78.423,
THS,PB1070,TOTAL,Y15-24,T,2011,IE,1.823,
THS,PB1070,TOTAL,Y15-24,T,2011,ES,18.842,
THS,PB1070,TOTAL,Y15-24,T,2011,FR,100.746,
THS,PB1070,TOTAL,Y15-24,T,2011,IT,9.51,
THS,PB1070,TOTAL,Y15-24,T,2011,CY,0.822,u
THS,PB1070,TOTAL,Y15-24,T,2011,LU,0.654,u
THS,PB1070,TOTAL,Y15-24,T,2011,NL,41.007,
THS,PB1070,TOTAL,Y15-24,T,2011,AT,22.078,
THS,PB1070,TOTAL,Y15-24,T,2011,PL,17.693,u
THS,PB1070,TOTAL,Y15-24,T,2011,PT,12.24,
THS,PB1070,TOTAL,Y15-24,T,2011,SI,3.911,u
THS,PB1070,TOTAL,Y15-24,T,2011,SK,3.027,u
THS,PB1070,TOTAL,Y15-24,T,2011,FI,17.108,
THS,PB1070,TOTAL,Y15-24,T,2011,SE,35.553,
THS,PB1070,TOTAL,Y15-24,T,2011,IS,5.934,
THS,PB1070,TOTAL,Y15-24,T,2011,CH,64.184,
THS,PB1070,TOTAL,Y15-24,T,2011,UK,140.99,
THS,PB1070,TOTAL,Y15-24,T,2011,TR,159.208,
THS,PB1070,TOTAL,Y25-34,F,2011,EU28,840.613,
THS,PB1070,TOTAL,Y25-34,F,2011,BE,23.28,
THS,PB1070,TOTAL,Y25-34,F,2011,CZ,12.137,
THS,PB1070,TOTAL,Y25-34,F,2011,DK,19.321,
THS,PB1070,TOTAL,Y25-34,F,2011,DE,71.853,
THS,PB1070,TOTAL,Y25-34,F,2011,IE,3.719,
THS,PB1070,TOTAL,Y25-34,F,2011,EL,4.163,u
THS,PB1070,TOTAL,Y25-34,F,2011,ES,71.536,
THS,PB1070,TOTAL,Y25-34,F,2011,FR,198.644,
THS,PB1070,TOTAL,Y25-34,F,2011,IT,43.29,
THS,PB1070,TOTAL,Y25-34,F,2011,CY,1.086,u
THS,PB1070,TOTAL,Y25-34,F,2011,LV,4.908,u
THS,PB1070,TOTAL,Y25-34,F,2011,LU,2.75,
THS,PB1070,TOTAL,Y25-34,F,2011,HU,5.742,
THS,PB1070,TOTAL,Y25-34,F,2011,NL,50.791,
THS,PB1070,TOTAL,Y25-34,F,2011,AT,22.446,
THS,PB1070,TOTAL,Y25-34,F,2011,PL,31.82,
THS,PB1070,TOTAL,Y25-34,F,2011,PT,49.815,
THS,PB1070,TOTAL,Y25-34,F,2011,RO,8.856,u
THS,PB1070,TOTAL,Y25-34,F,2011,SI,8.888,u
THS,PB1070,TOTAL,Y25-34,F,2011,SK,5.625,
THS,PB1070,TOTAL,Y25-34,F,2011,FI,26.633,
THS,PB1070,TOTAL,Y25-34,F,2011,SE,45.479,
THS,PB1070,TOTAL,Y25-34,F,2011,IS,2.942,
THS,PB1070,TOTAL,Y25-34,F,2011,CH,44.836,
THS,PB1070,TOTAL,Y25-34,F,2011,UK,119.789,
THS,PB1070,TOTAL,Y25-34,F,2011,TR,193.839,
THS,PB1070,TOTAL,Y25-34,M,2011,EU28,831.805,
THS,PB1070,TOTAL,Y25-34,M,2011,BE,16.906,
THS,PB1070,TOTAL,Y25-34,M,2011,CZ,15.237,
THS,PB1070,TOTAL,Y25-34,M,2011,DK,19.154,
THS,PB1070,TOTAL,Y25-34,M,2011,DE,87.291,
THS,PB1070,TOTAL,Y25-34,M,2011,IE,3.102,
THS,PB1070,TOTAL,Y25-34,M,2011,EL,5.015,u
THS,PB1070,TOTAL,Y25-34,M,2011,ES,59.457,
THS,PB1070,TOTAL,Y25-34,M,2011,FR,208.399,
THS,PB1070,TOTAL,Y25-34,M,2011,IT,51.241,
THS,PB1070,TOTAL,Y25-34,M,2011,CY,1.691,
THS,PB1070,TOTAL,Y25-34,M,2011,LU,1.682,
THS,PB1070,TOTAL,Y25-34,M,2011,HU,7.144,
THS,PB1070,TOTAL,Y25-34,M,2011,NL,26.6,u
THS,PB1070,TOTAL,Y25-34,M,2011,AT,23.342,
THS,PB1070,TOTAL,Y25-34,M,2011,PL,50.765,
THS,PB1070,TOTAL,Y25-34,M,2011,PT,30.434,
THS,PB1070,TOTAL,Y25-34,M,2011,RO,11.739,
THS,PB1070,TOTAL,Y25-34,M,2011,SI,11.159,
THS,PB1070,TOTAL,Y25-34,M,2011,SK,4.586,
THS,PB1070,TOTAL,Y25-34,M,2011,FI,23.026,
THS,PB1070,TOTAL,Y25-34,M,2011,SE,37.754,
THS,PB1070,TOTAL,Y25-34,M,2011,IS,2.665,
THS,PB1070,TOTAL,Y25-34,M,2011,CH,50.867,
THS,PB1070,TOTAL,Y25-34,M,2011,UK,127.235,
THS,PB1070,TOTAL,Y25-34,M,2011,TR,381.803,
THS,PB1070,TOTAL,Y25-34,T,2011,EU28,1672.418,
THS,PB1070,TOTAL,Y25-34,T,2011,BE,40.186,
THS,PB1070,TOTAL,Y25-34,T,2011,CZ,27.373,
THS,PB1070,TOTAL,Y25-34,T,2011,DK,38.475,
THS,PB1070,TOTAL,Y25-34,T,2011,DE,159.144,
THS,PB1070,TOTAL,Y25-34,T,2011,EE,4.036,u
THS,PB1070,TOTAL,Y25-34,T,2011,IE,6.82,
THS,PB1070,TOTAL,Y25-34,T,2011,EL,9.178,u
THS,PB1070,TOTAL,Y25-34,T,2011,ES,130.993,
THS,PB1070,TOTAL,Y25-34,T,2011,FR,407.043,
THS,PB1070,TOTAL,Y25-34,T,2011,IT,94.531,
THS,PB1070,TOTAL,Y25-34,T,2011,CY,2.777,
THS,PB1070,TOTAL,Y25-34,T,2011,LV,6.409,u
THS,PB1070,TOTAL,Y25-34,T,2011,LU,4.432,
THS,PB1070,TOTAL,Y25-34,T,2011,HU,12.886,
THS,PB1070,TOTAL,Y25-34,T,2011,MT,1.609,u
THS,PB1070,TOTAL,Y25-34,T,2011,NL,77.391,
THS,PB1070,TOTAL,Y25-34,T,2011,AT,45.787,
THS,PB1070,TOTAL,Y25-34,T,2011,PL,82.585,
THS,PB1070,TOTAL,Y25-34,T,2011,PT,80.249,
THS,PB1070,TOTAL,Y25-34,T,2011,RO,20.596,
THS,PB1070,TOTAL,Y25-34,T,2011,SI,20.048,
THS,PB1070,TOTAL,Y25-34,T,2011,SK,10.211,
THS,PB1070,TOTAL,Y25-34,T,2011,FI,49.659,
THS,PB1070,TOTAL,Y25-34,T,2011,SE,83.232,
THS,PB1070,TOTAL,Y25-34,T,2011,IS,5.606,
THS,PB1070,TOTAL,Y25-34,T,2011,CH,95.704,
THS,PB1070,TOTAL,Y25-34,T,2011,UK,247.024,
THS,PB1070,TOTAL,Y25-34,T,2011,TR,575.642,
THS,PB1070,TOTAL,Y35-44,F,2011,EU28,1507.815,
THS,PB1070,TOTAL,Y35-44,F,2011,BE,40.143,
THS,PB1070,TOTAL,Y35-44,F,2011,BG,7.445,u
THS,PB1070,TOTAL,Y35-44,F,2011,CZ,25.259,
THS,PB1070,TOTAL,Y35-44,F,2011,DK,34.906,
THS,PB1070,TOTAL,Y35-44,F,2011,DE,176.202,
THS,PB1070,TOTAL,Y35-44,F,2011,EE,3.786,u
THS,PB1070,TOTAL,Y35-44,F,2011,IE,4.21,
THS,PB1070,TOTAL,Y35-44,F,2011,EL,10.379,
THS,PB1070,TOTAL,Y35-44,F,2011,ES,118.9,
THS,PB1070,TOTAL,Y35-44,F,2011,FR,299.532,
THS,PB1070,TOTAL,Y35-44,F,2011,HR,6.707,u
THS,PB1070,TOTAL,Y35-44,F,2011,IT,117.962,
THS,PB1070,TOTAL,Y35-44,F,2011,CY,1.85,
THS,PB1070,TOTAL,Y35-44,F,2011,LV,6.638,u
THS,PB1070,TOTAL,Y35-44,F,2011,LT,10.531,
THS,PB1070,TOTAL,Y35-44,F,2011,LU,3.565,
THS,PB1070,TOTAL,Y35-44,F,2011,HU,12.589,
THS,PB1070,TOTAL,Y35-44,F,2011,NL,74.284,
THS,PB1070,TOTAL,Y35-44,F,2011,AT,38.51,
THS,PB1070,TOTAL,Y35-44,F,2011,PL,60.316,
THS,PB1070,TOTAL,Y35-44,F,2011,PT,71.758,
THS,PB1070,TOTAL,Y35-44,F,2011,RO,35.47,
THS,PB1070,TOTAL,Y35-44,F,2011,SI,18.535,
THS,PB1070,TOTAL,Y35-44,F,2011,SK,17.021,
THS,PB1070,TOTAL,Y35-44,F,2011,FI,34.534,
THS,PB1070,TOTAL,Y35-44,F,2011,SE,68.069,
THS,PB1070,TOTAL,Y35-44,F,2011,IS,4.15,
THS,PB1070,TOTAL,Y35-44,F,2011,CH,48.09,
THS,PB1070,TOTAL,Y35-44,F,2011,UK,207.745,
THS,PB1070,TOTAL,Y35-44,F,2011,TR,355.381,
THS,PB1070,TOTAL,Y35-44,M,2011,EU28,1426.133,
THS,PB1070,TOTAL,Y35-44,M,2011,BE,36.861,
THS,PB1070,TOTAL,Y35-44,M,2011,BG,6.219,u
THS,PB1070,TOTAL,Y35-44,M,2011,CZ,22.781,
THS,PB1070,TOTAL,Y35-44,M,2011,DK,27.003,
THS,PB1070,TOTAL,Y35-44,M,2011,DE,165.726,
THS,PB1070,TOTAL,Y35-44,M,2011,EE,3.992,u
THS,PB1070,TOTAL,Y35-44,M,2011,IE,6.412,
THS,PB1070,TOTAL,Y35-44,M,2011,EL,12.688,
THS,PB1070,TOTAL,Y35-44,M,2011,ES,116.756,
THS,PB1070,TOTAL,Y35-44,M,2011,FR,290.24,
THS,PB1070,TOTAL,Y35-44,M,2011,HR,7.174,u
THS,PB1070,TOTAL,Y35-44,M,2011,IT,141.763,
THS,PB1070,TOTAL,Y35-44,M,2011,CY,2.537,
THS,PB1070,TOTAL,Y35-44,M,2011,LV,5.484,u
THS,PB1070,TOTAL,Y35-44,M,2011,LT,7.115,u
THS,PB1070,TOTAL,Y35-44,M,2011,LU,2.794,
THS,PB1070,TOTAL,Y35-44,M,2011,HU,13.189,
THS,PB1070,TOTAL,Y35-44,M,2011,NL,45.84,
THS,PB1070,TOTAL,Y35-44,M,2011,AT,54.77,
THS,PB1070,TOTAL,Y35-44,M,2011,PL,63.408,
THS,PB1070,TOTAL,Y35-44,M,2011,PT,59.747,
THS,PB1070,TOTAL,Y35-44,M,2011,RO,31.709,
THS,PB1070,TOTAL,Y35-44,M,2011,SI,15.773,
THS,PB1070,TOTAL,Y35-44,M,2011,SK,13.67,
THS,PB1070,TOTAL,Y35-44,M,2011,FI,28.148,
THS,PB1070,TOTAL,Y35-44,M,2011,SE,48.446,
THS,PB1070,TOTAL,Y35-44,M,2011,IS,2.592,
THS,PB1070,TOTAL,Y35-44,M,2011,CH,45.601,
THS,PB1070,TOTAL,Y35-44,M,2011,UK,195.023,
THS,PB1070,TOTAL,Y35-44,M,2011,TR,578.9,
THS,PB1070,TOTAL,Y35-44,T,2011,EU28,2933.948,
THS,PB1070,TOTAL,Y35-44,T,2011,BE,77.004,
THS,PB1070,TOTAL,Y35-44,T,2011,BG,13.665,u
THS,PB1070,TOTAL,Y35-44,T,2011,CZ,48.04,
THS,PB1070,TOTAL,Y35-44,T,2011,DK,61.909,
THS,PB1070,TOTAL,Y35-44,T,2011,DE,341.928,
THS,PB1070,TOTAL,Y35-44,T,2011,EE,7.778,
THS,PB1070,TOTAL,Y35-44,T,2011,IE,10.622,
THS,PB1070,TOTAL,Y35-44,T,2011,EL,23.066,
THS,PB1070,TOTAL,Y35-44,T,2011,ES,235.657,
THS,PB1070,TOTAL,Y35-44,T,2011,FR,589.772,
THS,PB1070,TOTAL,Y35-44,T,2011,HR,13.881,u
THS,PB1070,TOTAL,Y35-44,T,2011,IT,259.725,
THS,PB1070,TOTAL,Y35-44,T,2011,CY,4.387,
THS,PB1070,TOTAL,Y35-44,T,2011,LV,12.122,
THS,PB1070,TOTAL,Y35-44,T,2011,LT,17.646,
THS,PB1070,TOTAL,Y35-44,T,2011,LU,6.36,
THS,PB1070,TOTAL,Y35-44,T,2011,HU,25.778,
THS,PB1070,TOTAL,Y35-44,T,2011,MT,1.831,u
THS,PB1070,TOTAL,Y35-44,T,2011,NL,120.125,
THS,PB1070,TOTAL,Y35-44,T,2011,AT,93.28,
THS,PB1070,TOTAL,Y35-44,T,2011,PL,123.723,
THS,PB1070,TOTAL,Y35-44,T,2011,PT,131.506,
THS,PB1070,TOTAL,Y35-44,T,2011,RO,67.178,
THS,PB1070,TOTAL,Y35-44,T,2011,SI,34.308,
THS,PB1070,TOTAL,Y35-44,T,2011,SK,30.691,
THS,PB1070,TOTAL,Y35-44,T,2011,FI,62.683,
THS,PB1070,TOTAL,Y35-44,T,2011,SE,116.515,
THS,PB1070,TOTAL,Y35-44,T,2011,IS,6.742,
THS,PB1070,TOTAL,Y35-44,T,2011,CH,93.691,
THS,PB1070,TOTAL,Y35-44,T,2011,UK,402.768,
THS,PB1070,TOTAL,Y35-44,T,2011,TR,934.281,
THS,PB1070,TOTAL,Y45-54,F,2011,EU28,2485.476,
THS,PB1070,TOTAL,Y45-54,F,2011,BE,64.896,
THS,PB1070,TOTAL,Y45-54,F,2011,BG,11.408,u
THS,PB1070,TOTAL,Y45-54,F,2011,CZ,47.237,
THS,PB1070,TOTAL,Y45-54,F,2011,DK,44.66,
THS,PB1070,TOTAL,Y45-54,F,2011,DE,288.211,
THS,PB1070,TOTAL,Y45-54,F,2011,EE,8.75,
THS,PB1070,TOTAL,Y45-54,F,2011,IE,6.518,
THS,PB1070,TOTAL,Y45-54,F,2011,EL,18.412,
THS,PB1070,TOTAL,Y45-54,F,2011,ES,157.823,
THS,PB1070,TOTAL,Y45-54,F,2011,FR,520.876,
THS,PB1070,TOTAL,Y45-54,F,2011,HR,18.779,u
THS,PB1070,TOTAL,Y45-54,F,2011,IT,178.46,
THS,PB1070,TOTAL,Y45-54,F,2011,CY,4.277,
THS,PB1070,TOTAL,Y45-54,F,2011,LV,16.488,
THS,PB1070,TOTAL,Y45-54,F,2011,LT,18.496,
THS,PB1070,TOTAL,Y45-54,F,2011,LU,4.587,
THS,PB1070,TOTAL,Y45-54,F,2011,HU,30.002,
THS,PB1070,TOTAL,Y45-54,F,2011,NL,104.268,
THS,PB1070,TOTAL,Y45-54,F,2011,AT,87.494,
THS,PB1070,TOTAL,Y45-54,F,2011,PL,146.115,
THS,PB1070,TOTAL,Y45-54,F,2011,PT,98.601,
THS,PB1070,TOTAL,Y45-54,F,2011,RO,73.894,
THS,PB1070,TOTAL,Y45-54,F,2011,SI,27.967,
THS,PB1070,TOTAL,Y45-54,F,2011,SK,26.806,
THS,PB1070,TOTAL,Y45-54,F,2011,FI,53.823,
THS,PB1070,TOTAL,Y45-54,F,2011,SE,87.033,
THS,PB1070,TOTAL,Y45-54,F,2011,IS,4.283,
THS,PB1070,TOTAL,Y45-54,F,2011,CH,93.956,
THS,PB1070,TOTAL,Y45-54,F,2011,UK,338.326,
THS,PB1070,TOTAL,Y45-54,F,2011,TR,404.547,
THS,PB1070,TOTAL,Y45-54,M,2011,EU28,2134.016,
THS,PB1070,TOTAL,Y45-54,M,2011,BE,49.252,
THS,PB1070,TOTAL,Y45-54,M,2011,BG,7.411,u
THS,PB1070,TOTAL,Y45-54,M,2011,CZ,34.053,
THS,PB1070,TOTAL,Y45-54,M,2011,DK,30.878,
THS,PB1070,TOTAL,Y45-54,M,2011,DE,308.851,
THS,PB1070,TOTAL,Y45-54,M,2011,EE,6.174,
THS,PB1070,TOTAL,Y45-54,M,2011,IE,6.855,
THS,PB1070,TOTAL,Y45-54,M,2011,EL,23.628,
THS,PB1070,TOTAL,Y45-54,M,2011,ES,154.178,
THS,PB1070,TOTAL,Y45-54,M,2011,FR,416.813,
THS,PB1070,TOTAL,Y45-54,M,2011,HR,22.574,u
THS,PB1070,TOTAL,Y45-54,M,2011,IT,179.577,
THS,PB1070,TOTAL,Y45-54,M,2011,CY,3.997,
THS,PB1070,TOTAL,Y45-54,M,2011,LV,7.858,
THS,PB1070,TOTAL,Y45-54,M,2011,LT,11.88,
THS,PB1070,TOTAL,Y45-54,M,2011,LU,4.297,
THS,PB1070,TOTAL,Y45-54,M,2011,HU,24.261,
THS,PB1070,TOTAL,Y45-54,M,2011,NL,79.688,
THS,PB1070,TOTAL,Y45-54,M,2011,AT,82.787,
THS,PB1070,TOTAL,Y45-54,M,2011,PL,144.938,
THS,PB1070,TOTAL,Y45-54,M,2011,PT,71.23,
