unit,hlth_pb,wstatus,sex,time\geo,i,v,flag
PC,PB1071,EMP,M,2011,FI,10.3,
PC,PB1071,EMP,M,2011,SE,6.8,
PC,PB1071,EMP,M,2011,IS,25.5,
PC,PB1071,EMP,M,2011,CH,5.3,
PC,PB1071,EMP,M,2011,UK,15.0,
PC,PB1071,EMP,M,2011,TR,51.5,
PC,PB1071,EMP,T,2011,BE,13.9,
PC,PB1071,EMP,T,2011,BG,8.6,
PC,PB1071,EMP,T,2011,CZ,4.7,
PC,PB1071,EMP,T,2011,DK,7.8,
PC,PB1071,EMP,T,2011,DE,7.2,
PC,PB1071,EMP,T,2011,EE,13.5,
PC,PB1071,EMP,T,2011,IE,6.7,
PC,PB1071,EMP,T,2011,EL,24.7,
PC,PB1071,EMP,T,2011,ES,37.4,
PC,PB1071,EMP,T,2011,FR,11.6,
PC,PB1071,EMP,T,2011,HR,4.4,u
PC,PB1071,EMP,T,2011,IT,27.5,
PC,PB1071,EMP,T,2011,CY,16.9,
PC,PB1071,EMP,T,2011,LV,17.9,
PC,PB1071,EMP,T,2011,LT,8.8,u
PC,PB1071,EMP,T,2011,LU,12.8,
PC,PB1071,EMP,T,2011,HU,13.9,
PC,PB1071,EMP,T,2011,MT,27.5,
PC,PB1071,EMP,T,2011,NL,8.2,
PC,PB1071,EMP,T,2011,AT,7.3,
PC,PB1071,EMP,T,2011,PL,6.2,
PC,PB1071,EMP,T,2011,PT,38.9,
PC,PB1071,EMP,T,2011,RO,28.9,
PC,PB1071,EMP,T,2011,SI,2.9,u
PC,PB1071,EMP,T,2011,SK,4.4,
PC,PB1071,EMP,T,2011,FI,9.0,
PC,PB1071,EMP,T,2011,SE,5.1,
PC,PB1071,EMP,T,2011,IS,19.1,
PC,PB1071,EMP,T,2011,CH,5.3,
PC,PB1071,EMP,T,2011,UK,12.2,
PC,PB1071,EMP,T,2011,TR,49.3,
PC,PB1071,NEMP,F,2011,BE,7.3,
PC,PB1071,NEMP,F,2011,BG,12.6,
PC,PB1071,NEMP,F,2011,CZ,4.2,
PC,PB1071,NEMP,F,2011,DK,7.7,u
PC,PB1071,NEMP,F,2011,DE,13.4,
PC,PB1071,NEMP,F,2011,EE,7.9,u
PC,PB1071,NEMP,F,2011,IE,10.0,
PC,PB1071,NEMP,F,2011,EL,9.0,
PC,PB1071,NEMP,F,2011,ES,17.0,
PC,PB1071,NEMP,F,2011,FR,8.2,
PC,PB1071,NEMP,F,2011,IT,12.7,
PC,PB1071,NEMP,F,2011,CY,3.8,u
PC,PB1071,NEMP,F,2011,LV,10.0,
PC,PB1071,NEMP,F,2011,LT,4.2,u
PC,PB1071,NEMP,F,2011,HU,9.4,
PC,PB1071,NEMP,F,2011,NL,5.5,u
PC,PB1071,NEMP,F,2011,AT,9.7,u
PC,PB1071,NEMP,F,2011,PL,3.2,
PC,PB1071,NEMP,F,2011,PT,11.5,
PC,PB1071,NEMP,F,2011,RO,13.1,
PC,PB1071,NEMP,F,2011,SI,2.8,u
PC,PB1071,NEMP,F,2011,SK,5.1,
PC,PB1071,NEMP,F,2011,FI,6.6,
PC,PB1071,NEMP,F,2011,SE,3.4,u
PC,PB1071,NEMP,F,2011,CH,6.9,u
PC,PB1071,NEMP,F,2011,UK,19.8,
PC,PB1071,NEMP,F,2011,TR,44.8,
PC,PB1071,NEMP,M,2011,BE,8.5,
PC,PB1071,NEMP,M,2011,BG,11.4,
PC,PB1071,NEMP,M,2011,CZ,3.9,
PC,PB1071,NEMP,M,2011,DK,8.4,u
PC,PB1071,NEMP,M,2011,DE,13.8,
PC,PB1071,NEMP,M,2011,EE,9,u
PC,PB1071,NEMP,M,2011,IE,14.3,
PC,PB1071,NEMP,M,2011,EL,8.6,
PC,PB1071,NEMP,M,2011,ES,22.5,
PC,PB1071,NEMP,M,2011,FR,10.1,
PC,PB1071,NEMP,M,2011,HR,3.5,u
PC,PB1071,NEMP,M,2011,IT,14.6,
PC,PB1071,NEMP,M,2011,CY,5.3,u
PC,PB1071,NEMP,M,2011,LV,13.1,
PC,PB1071,NEMP,M,2011,LT,7.8,
PC,PB1071,NEMP,M,2011,HU,8.4,
PC,PB1071,NEMP,M,2011,NL,5.7,u
PC,PB1071,NEMP,M,2011,AT,11.5,u
PC,PB1071,NEMP,M,2011,PL,5.7,
PC,PB1071,NEMP,M,2011,PT,14.0,
PC,PB1071,NEMP,M,2011,RO,10.4,
PC,PB1071,NEMP,M,2011,SI,3.9,u
PC,PB1071,NEMP,M,2011,SK,4.5,
PC,PB1071,NEMP,M,2011,FI,8.2,
PC,PB1071,NEMP,M,2011,SE,5.1,
PC,PB1071,NEMP,M,2011,CH,3.1,u
PC,PB1071,NEMP,M,2011,UK,17.0,
PC,PB1071,NEMP,M,2011,TR,17.9,
PC,PB1071,NEMP,T,2011,BE,7.9,
PC,PB1071,NEMP,T,2011,BG,12.0,
PC,PB1071,NEMP,T,2011,CZ,4.1,
PC,PB1071,NEMP,T,2011,DK,8.0,
PC,PB1071,NEMP,T,2011,DE,13.6,
PC,PB1071,NEMP,T,2011,EE,8.4,
PC,PB1071,NEMP,T,2011,IE,12.2,
PC,PB1071,NEMP,T,2011,EL,8.8,
PC,PB1071,NEMP,T,2011,ES,19.8,
PC,PB1071,NEMP,T,2011,FR,9.0,
PC,PB1071,NEMP,T,2011,HR,3.2,u
PC,PB1071,NEMP,T,2011,IT,13.6,
PC,PB1071,NEMP,T,2011,CY,4.4,
PC,PB1071,NEMP,T,2011,LV,11.4,
PC,PB1071,NEMP,T,2011,LT,6.0,
PC,PB1071,NEMP,T,2011,LU,2.5,u
PC,PB1071,NEMP,T,2011,HU,8.9,
PC,PB1071,NEMP,T,2011,MT,14.6,u
PC,PB1071,NEMP,T,2011,NL,5.6,u
PC,PB1071,NEMP,T,2011,AT,10.5,
PC,PB1071,NEMP,T,2011,PL,4.3,
PC,PB1071,NEMP,T,2011,PT,12.8,
PC,PB1071,NEMP,T,2011,RO,11.8,
PC,PB1071,NEMP,T,2011,SI,3.4,u
PC,PB1071,NEMP,T,2011,SK,4.8,
PC,PB1071,NEMP,T,2011,FI,7.4,
PC,PB1071,NEMP,T,2011,SE,4.3,
PC,PB1071,NEMP,T,2011,IS,17.4,
PC,PB1071,NEMP,T,2011,CH,4.9,
PC,PB1071,NEMP,T,2011,UK,18.4,
PC,PB1071,NEMP,T,2011,TR,35.1,
PC,PB1071,POP,F,2011,BE,6.9,
PC,PB1071,POP,F,2011,BG,11.5,
PC,PB1071,POP,F,2011,CZ,4.0,
PC,PB1071,POP,F,2011,DK,6.0,
PC,PB1071,POP,F,2011,DE,9.5,
PC,PB1071,POP,F,2011,EE,8.6,u
PC,PB1071,POP,F,2011,IE,7.8,
PC,PB1071,POP,F,2011,EL,9.8,
PC,PB1071,POP,F,2011,ES,21.5,
PC,PB1071,POP,F,2011,FR,8.4,
PC,PB1071,POP,F,2011,HR,3.2,u
PC,PB1071,POP,F,2011,IT,14.2,
PC,PB1071,POP,F,2011,CY,7.8,
PC,PB1071,POP,F,2011,LV,10.2,
PC,PB1071,POP,F,2011,LT,4.4,u
PC,PB1071,POP,F,2011,LU,3.9,u
PC,PB1071,POP,F,2011,HU,9.4,
PC,PB1071,POP,F,2011,MT,17.3,
PC,PB1071,POP,F,2011,NL,5.9,u
PC,PB1071,POP,F,2011,AT,7.7,
PC,PB1071,POP,F,2011,PL,3.2,
PC,PB1071,POP,F,2011,PT,17.9,
PC,PB1071,POP,F,2011,RO,16.3,
PC,PB1071,POP,F,2011,SI,2,u
PC,PB1071,POP,F,2011,SK,4.4,
PC,PB1071,POP,F,2011,FI,7.2,
PC,PB1071,POP,F,2011,SE,3.3,
PC,PB1071,POP,F,2011,IS,13.3,
PC,PB1071,POP,F,2011,CH,5.8,
PC,PB1071,POP,F,2011,UK,13.6,
PC,PB1071,POP,F,2011,TR,45.0,
PC,PB1071,POP,M,2011,BE,13.1,
PC,PB1071,POP,M,2011,BG,10.6,
PC,PB1071,POP,M,2011,CZ,4.6,
PC,PB1071,POP,M,2011,DK,9.7,
PC,PB1071,POP,M,2011,DE,10.7,
PC,PB1071,POP,M,2011,EE,12.3,
PC,PB1071,POP,M,2011,IE,12.1,
PC,PB1071,POP,M,2011,EL,15.5,
PC,PB1071,POP,M,2011,ES,28.6,
PC,PB1071,POP,M,2011,FR,11.9,
PC,PB1071,POP,M,2011,HR,3.8,u
PC,PB1071,POP,M,2011,IT,20.3,
PC,PB1071,POP,M,2011,CY,13.3,
PC,PB1071,POP,M,2011,LV,17.1,
PC,PB1071,POP,M,2011,LT,8.9,
PC,PB1071,POP,M,2011,LU,6.9,
PC,PB1071,POP,M,2011,HU,11.0,
PC,PB1071,POP,M,2011,MT,26.1,
PC,PB1071,POP,M,2011,NL,9.1,
PC,PB1071,POP,M,2011,AT,9.3,
PC,PB1071,POP,M,2011,PL,6.7,
PC,PB1071,POP,M,2011,PT,27.1,
PC,PB1071,POP,M,2011,RO,18.2,
PC,PB1071,POP,M,2011,SI,4.1,u
PC,PB1071,POP,M,2011,SK,5.0,
PC,PB1071,POP,M,2011,FI,9.4,
PC,PB1071,POP,M,2011,SE,6.0,
PC,PB1071,POP,M,2011,IS,23.2,
PC,PB1071,POP,M,2011,CH,4.7,
PC,PB1071,POP,M,2011,UK,15.7,
PC,PB1071,POP,M,2011,TR,36.1,
PC,PB1071,POP,T,2011,BE,9.9,
PC,PB1071,POP,T,2011,BG,11.0,
PC,PB1071,POP,T,2011,CZ,4.3,
PC,PB1071,POP,T,2011,DK,7.9,
PC,PB1071,POP,T,2011,DE,10.1,
PC,PB1071,POP,T,2011,EE,10.4,
PC,PB1071,POP,T,2011,IE,9.9,
PC,PB1071,POP,T,2011,EL,12.7,
PC,PB1071,POP,T,2011,ES,25.1,
PC,PB1071,POP,T,2011,FR,10.1,
PC,PB1071,POP,T,2011,HR,3.5,u
PC,PB1071,POP,T,2011,IT,17.3,
PC,PB1071,POP,T,2011,CY,10.2,
PC,PB1071,POP,T,2011,LV,13.6,
PC,PB1071,POP,T,2011,LT,6.7,
PC,PB1071,POP,T,2011,LU,5.4,
PC,PB1071,POP,T,2011,HU,10.2,
PC,PB1071,POP,T,2011,MT,22.0,
PC,PB1071,POP,T,2011,NL,7.5,
PC,PB1071,POP,T,2011,AT,8.5,
PC,PB1071,POP,T,2011,PL,5.0,
PC,PB1071,POP,T,2011,PT,22.6,
PC,PB1071,POP,T,2011,RO,17.3,
PC,PB1071,POP,T,2011,SI,3.2,u
PC,PB1071,POP,T,2011,SK,4.7,
PC,PB1071,POP,T,2011,FI,8.3,
PC,PB1071,POP,T,2011,SE,4.7,
PC,PB1071,POP,T,2011,IS,18.7,
PC,PB1071,POP,T,2011,CH,5.2,
PC,PB1071,POP,T,2011,UK,14.7,
PC,PB1071,POP,T,2011,TR,40.8,
PC,TOTAL,EMP,F,2011,BE,6.9,u
PC,TOTAL,EMP,F,2011,BG,8.2,u
PC,TOTAL,EMP,F,2011,CZ,3.4,u
PC,TOTAL,EMP,F,2011,DK,5.9,
PC,TOTAL,EMP,F,2011,DE,6.9,
PC,TOTAL,EMP,F,2011,IE,5.0,
PC,TOTAL,EMP,F,2011,EL,13.2,u
PC,TOTAL,EMP,F,2011,ES,31.4,
PC,TOTAL,EMP,F,2011,FR,9.2,u
PC,TOTAL,EMP,F,2011,IT,19.6,
PC,TOTAL,EMP,F,2011,CY,12.8,
PC,TOTAL,EMP,F,2011,HU,9.2,
PC,TOTAL,EMP,F,2011,MT,20.6,u
PC,TOTAL,EMP,F,2011,NL,6.2,u
PC,TOTAL,EMP,F,2011,AT,6.4,u
PC,TOTAL,EMP,F,2011,PL,3.3,u
PC,TOTAL,EMP,F,2011,PT,29.2,
PC,TOTAL,EMP,F,2011,RO,25.3,
PC,TOTAL,EMP,F,2011,FI,7.5,
PC,TOTAL,EMP,F,2011,SE,3.4,
PC,TOTAL,EMP,F,2011,IS,16.4,
PC,TOTAL,EMP,F,2011,CH,4.9,
PC,TOTAL,EMP,F,2011,UK,9.5,
PC,TOTAL,EMP,F,2011,TR,45.6,
PC,TOTAL,EMP,M,2011,BE,21.6,
PC,TOTAL,EMP,M,2011,BG,8.9,u
PC,TOTAL,EMP,M,2011,CZ,6.3,
PC,TOTAL,EMP,M,2011,DK,10.6,
PC,TOTAL,EMP,M,2011,DE,9.3,
PC,TOTAL,EMP,M,2011,EE,17.9,u
PC,TOTAL,EMP,M,2011,IE,8.8,
PC,TOTAL,EMP,M,2011,EL,32.0,
PC,TOTAL,EMP,M,2011,ES,43.3,
PC,TOTAL,EMP,M,2011,FR,14.1,
PC,TOTAL,EMP,M,2011,IT,32.2,
PC,TOTAL,EMP,M,2011,CY,22.2,
PC,TOTAL,EMP,M,2011,LV,23.8,
PC,TOTAL,EMP,M,2011,LT,13.3,u
PC,TOTAL,EMP,M,2011,LU,16.8,u
PC,TOTAL,EMP,M,2011,HU,17.6,
PC,TOTAL,EMP,M,2011,MT,32.8,
PC,TOTAL,EMP,M,2011,NL,11.0,
PC,TOTAL,EMP,M,2011,AT,8.3,
PC,TOTAL,EMP,M,2011,PL,8.3,
PC,TOTAL,EMP,M,2011,PT,47.8,
PC,TOTAL,EMP,M,2011,RO,32.1,
PC,TOTAL,EMP,M,2011,SI,4.6,u
PC,TOTAL,EMP,M,2011,SK,6.3,
PC,TOTAL,EMP,M,2011,FI,10.8,
PC,TOTAL,EMP,M,2011,SE,7.0,
PC,TOTAL,EMP,M,2011,IS,27.5,
PC,TOTAL,EMP,M,2011,CH,6.6,
PC,TOTAL,EMP,M,2011,UK,15.2,
PC,TOTAL,EMP,M,2011,TR,52.0,
PC,TOTAL,EMP,T,2011,BE,14.9,
PC,TOTAL,EMP,T,2011,BG,8.6,
PC,TOTAL,EMP,T,2011,CZ,5.2,
PC,TOTAL,EMP,T,2011,DK,8.2,
PC,TOTAL,EMP,T,2011,DE,8.2,
PC,TOTAL,EMP,T,2011,EE,14.0,
PC,TOTAL,EMP,T,2011,IE,6.8,
PC,TOTAL,EMP,T,2011,EL,24.6,
PC,TOTAL,EMP,T,2011,ES,37.4,
PC,TOTAL,EMP,T,2011,FR,11.8,
PC,TOTAL,EMP,T,2011,HR,4.3,u
PC,TOTAL,EMP,T,2011,IT,27.3,
PC,TOTAL,EMP,T,2011,CY,17.3,
PC,TOTAL,EMP,T,2011,LV,18.1,
PC,TOTAL,EMP,T,2011,LT,9.6,u
PC,TOTAL,EMP,T,2011,LU,13.3,
PC,TOTAL,EMP,T,2011,HU,13.9,
PC,TOTAL,EMP,T,2011,MT,27.7,
PC,TOTAL,EMP,T,2011,NL,8.6,
PC,TOTAL,EMP,T,2011,AT,7.4,
PC,TOTAL,EMP,T,2011,PL,6.3,
PC,TOTAL,EMP,T,2011,PT,39.2,
PC,TOTAL,EMP,T,2011,RO,29.2,
PC,TOTAL,EMP,T,2011,SI,3,u
PC,TOTAL,EMP,T,2011,SK,4.9,
PC,TOTAL,EMP,T,2011,FI,9.1,
PC,TOTAL,EMP,T,2011,SE,5.3,
PC,TOTAL,EMP,T,2011,IS,21.6,
PC,TOTAL,EMP,T,2011,CH,5.8,
PC,TOTAL,EMP,T,2011,UK,12.4,
PC,TOTAL,EMP,T,2011,TR,49.8,
PC,TOTAL,NEMP,F,2011,BE,7.6,
PC,TOTAL,NEMP,F,2011,BG,14.1,
PC,TOTAL,NEMP,F,2011,CZ,5.0,
PC,TOTAL,NEMP,F,2011,DK,8.8,u
PC,TOTAL,NEMP,F,2011,DE,14.8,
PC,TOTAL,NEMP,F,2011,EE,8.4,u
PC,TOTAL,NEMP,F,2011,IE,10.9,
PC,TOTAL,NEMP,F,2011,EL,9.3,
PC,TOTAL,NEMP,F,2011,ES,18.0,
PC,TOTAL,NEMP,F,2011,FR,9.5,
PC,TOTAL,NEMP,F,2011,IT,12.9,
PC,TOTAL,NEMP,F,2011,CY,4.5,u
PC,TOTAL,NEMP,F,2011,LV,10.3,
PC,TOTAL,NEMP,F,2011,LT,5.3,u
PC,TOTAL,NEMP,F,2011,HU,10.4,
PC,TOTAL,NEMP,F,2011,NL,8.3,u
PC,TOTAL,NEMP,F,2011,AT,10.7,
PC,TOTAL,NEMP,F,2011,PL,3.9,
PC,TOTAL,NEMP,F,2011,PT,12.6,
PC,TOTAL,NEMP,F,2011,RO,14.2,
PC,TOTAL,NEMP,F,2011,SI,3.1,u
PC,TOTAL,NEMP,F,2011,SK,5.3,
PC,TOTAL,NEMP,F,2011,FI,8.2,
PC,TOTAL,NEMP,F,2011,SE,4.5,
PC,TOTAL,NEMP,F,2011,CH,10.8,
PC,TOTAL,NEMP,F,2011,UK,22.0,
PC,TOTAL,NEMP,F,2011,TR,45.9,
PC,TOTAL,NEMP,M,2011,BE,10.6,
PC,TOTAL,NEMP,M,2011,BG,12.6,
PC,TOTAL,NEMP,M,2011,CZ,5.1,
PC,TOTAL,NEMP,M,2011,DK,11.9,
PC,TOTAL,NEMP,M,2011,DE,14.1,
PC,TOTAL,NEMP,M,2011,EE,10.3,u
PC,TOTAL,NEMP,M,2011,IE,15.2,
PC,TOTAL,NEMP,M,2011,EL,9.4,
PC,TOTAL,NEMP,M,2011,ES,23.1,
PC,TOTAL,NEMP,M,2011,FR,11.0,
PC,TOTAL,NEMP,M,2011,HR,3.7,u
PC,TOTAL,NEMP,M,2011,IT,15.4,
PC,TOTAL,NEMP,M,2011,CY,6.9,u
PC,TOTAL,NEMP,M,2011,LV,13.4,
PC,TOTAL,NEMP,M,2011,LT,9.6,
PC,TOTAL,NEMP,M,2011,LU,3.8,u
PC,TOTAL,NEMP,M,2011,HU,9.3,
PC,TOTAL,NEMP,M,2011,NL,8.9,u
PC,TOTAL,NEMP,M,2011,AT,12.8,u
PC,TOTAL,NEMP,M,2011,PL,6.7,
PC,TOTAL,NEMP,M,2011,PT,16.4,
PC,TOTAL,NEMP,M,2011,RO,12.3,
PC,TOTAL,NEMP,M,2011,SI,4.6,u
PC,TOTAL,NEMP,M,2011,SK,5.4,
PC,TOTAL,NEMP,M,2011,FI,9.3,
PC,TOTAL,NEMP,M,2011,SE,5.6,
PC,TOTAL,NEMP,M,2011,IS,21.2,
PC,TOTAL,NEMP,M,2011,CH,5.3,u
PC,TOTAL,NEMP,M,2011,UK,19.3,
PC,TOTAL,NEMP,M,2011,TR,20.7,
PC,TOTAL,NEMP,T,2011,BE,9.1,
PC,TOTAL,NEMP,T,2011,BG,13.4,
PC,TOTAL,NEMP,T,2011,CZ,5.1,
PC,TOTAL,NEMP,T,2011,DK,10.5,
PC,TOTAL,NEMP,T,2011,DE,14.5,
PC,TOTAL,NEMP,T,2011,EE,9.3,
PC,TOTAL,NEMP,T,2011,IE,13.1,
PC,TOTAL,NEMP,T,2011,EL,9.3,
PC,TOTAL,NEMP,T,2011,ES,20.6,
PC,TOTAL,NEMP,T,2011,FR,10.2,
PC,TOTAL,NEMP,T,2011,HR,3.3,u
PC,TOTAL,NEMP,T,2011,IT,14.1,
PC,TOTAL,NEMP,T,2011,CY,5.5,
PC,TOTAL,NEMP,T,2011,LV,11.7,
PC,TOTAL,NEMP,T,2011,LT,7.5,
PC,TOTAL,NEMP,T,2011,LU,3.5,u
PC,TOTAL,NEMP,T,2011,HU,9.9,
PC,TOTAL,NEMP,T,2011,MT,16.8,u
PC,TOTAL,NEMP,T,2011,NL,8.6,u
PC,TOTAL,NEMP,T,2011,AT,11.6,
PC,TOTAL,NEMP,T,2011,PL,5.2,
PC,TOTAL,NEMP,T,2011,PT,14.5,
PC,TOTAL,NEMP,T,2011,RO,13.3,
PC,TOTAL,NEMP,T,2011,SI,3.8,u
PC,TOTAL,NEMP,T,2011,SK,5.3,
PC,TOTAL,NEMP,T,2011,FI,8.7,
PC,TOTAL,NEMP,T,2011,SE,5.1,
PC,TOTAL,NEMP,T,2011,IS,24.1,
PC,TOTAL,NEMP,T,2011,CH,8.0,
PC,TOTAL,NEMP,T,2011,UK,20.7,
PC,TOTAL,NEMP,T,2011,TR,36.8,
PC,TOTAL,POP,F,2011,BE,7.4,
PC,TOTAL,POP,F,2011,BG,12.6,
PC,TOTAL,POP,F,2011,CZ,4.6,
PC,TOTAL,POP,F,2011,DK,6.9,
PC,TOTAL,POP,F,2011,DE,10.6,
PC,TOTAL,POP,F,2011,EE,8.8,
PC,TOTAL,POP,F,2011,IE,8.3,
PC,TOTAL,POP,F,2011,EL,10.1,
PC,TOTAL,POP,F,2011,ES,22.0,
PC,TOTAL,POP,F,2011,FR,9.4,
PC,TOTAL,POP,F,2011,HR,3.1,u
PC,TOTAL,POP,F,2011,IT,14.3,
PC,TOTAL,POP,F,2011,CY,8.1,
PC,TOTAL,POP,F,2011,LV,10.4,
PC,TOTAL,POP,F,2011,LT,5.3,u
PC,TOTAL,POP,F,2011,LU,4.8,u
PC,TOTAL,POP,F,2011,HU,10.1,
PC,TOTAL,POP,F,2011,MT,18.1,
PC,TOTAL,POP,F,2011,NL,6.8,
PC,TOTAL,POP,F,2011,AT,8.2,
PC,TOTAL,POP,F,2011,PL,3.8,
PC,TOTAL,POP,F,2011,PT,18.4,
PC,TOTAL,POP,F,2011,RO,17.1,
PC,TOTAL,POP,F,2011,SI,2.2,u
PC,TOTAL,POP,F,2011,SK,4.7,
PC,TOTAL,POP,F,2011,FI,7.8,
PC,TOTAL,POP,F,2011,SE,3.9,
PC,TOTAL,POP,F,2011,IS,19.1,
PC,TOTAL,POP,F,2011,CH,6.4,
PC,TOTAL,POP,F,2011,UK,14.8,
PC,TOTAL,POP,F,2011,TR,45.8,
PC,TOTAL,POP,M,2011,BE,14.7,
PC,TOTAL,POP,M,2011,BG,11.4,
PC,TOTAL,POP,M,2011,CZ,5.6,
PC,TOTAL,POP,M,2011,DK,11.1,
PC,TOTAL,POP,M,2011,DE,11.4,
PC,TOTAL,POP,M,2011,EE,13.4,
PC,TOTAL,POP,M,2011,IE,12.8,
PC,TOTAL,POP,M,2011,EL,16.0,
PC,TOTAL,POP,M,2011,ES,29.0,
PC,TOTAL,POP,M,2011,FR,12.5,
PC,TOTAL,POP,M,2011,HR,4,u
PC,TOTAL,POP,M,2011,IT,20.8,
PC,TOTAL,POP,M,2011,CY,14.4,
PC,TOTAL,POP,M,2011,LV,17.5,
PC,TOTAL,POP,M,2011,LT,10.6,
PC,TOTAL,POP,M,2011,LU,7.7,
PC,TOTAL,POP,M,2011,HU,11.6,
PC,TOTAL,POP,M,2011,MT,27.2,
PC,TOTAL,POP,M,2011,NL,10.3,
PC,TOTAL,POP,M,2011,AT,9.8,
PC,TOTAL,POP,M,2011,PL,7.4,
PC,TOTAL,POP,M,2011,PT,28.6,
PC,TOTAL,POP,M,2011,RO,19.4,
PC,TOTAL,POP,M,2011,SI,4.6,u
PC,TOTAL,POP,M,2011,SK,5.7,
PC,TOTAL,POP,M,2011,FI,10.1,
PC,TOTAL,POP,M,2011,SE,6.3,
PC,TOTAL,POP,M,2011,IS,25.5,
PC,TOTAL,POP,M,2011,CH,6.2,
PC,TOTAL,POP,M,2011,UK,16.9,
PC,TOTAL,POP,M,2011,TR,37.7,
PC,TOTAL,POP,T,2011,BE,11.0,
PC,TOTAL,POP,T,2011,BG,12.0,
PC,TOTAL,POP,T,2011,CZ,5.1,
PC,TOTAL,POP,T,2011,DK,9.0,
PC,TOTAL,POP,T,2011,DE,11.0,
PC,TOTAL,POP,T,2011,EE,11.1,
PC,TOTAL,POP,T,2011,IE,10.5,
PC,TOTAL,POP,T,2011,EL,13.0,
PC,TOTAL,POP,T,2011,ES,25.6,
PC,TOTAL,POP,T,2011,FR,10.9,
PC,TOTAL,POP,T,2011,HR,3.6,u
PC,TOTAL,POP,T,2011,IT,17.6,
PC,TOTAL,POP,T,2011,CY,10.9,
PC,TOTAL,POP,T,2011,LV,13.9,
PC,TOTAL,POP,T,2011,LT,8.0,
PC,TOTAL,POP,T,2011,LU,6.3,
PC,TOTAL,POP,T,2011,HU,10.9,
PC,TOTAL,POP,T,2011,MT,22.9,
PC,TOTAL,POP,T,2011,NL,8.6,
PC,TOTAL,POP,T,2011,AT,9.0,
PC,TOTAL,POP,T,2011,PL,5.6,
PC,TOTAL,POP,T,2011,PT,23.6,
PC,TOTAL,POP,T,2011,RO,18.3,
PC,TOTAL,POP,T,2011,SI,3.5,u
PC,TOTAL,POP,T,2011,SK,5.2,
PC,TOTAL,POP,T,2011,FI,8.9,
PC,TOTAL,POP,T,2011,SE,5.2,
PC,TOTAL,POP,T,2011,IS,22.3,
PC,TOTAL,POP,T,2011,CH,6.3,
PC,TOTAL,POP,T,2011,UK,15.8,
PC,TOTAL,POP,T,2011,TR,41.9,
